screenName,tags,avatar,followersCount,friendsCount,lang,lastSeen,tweetId,id,friends
"""""""daniellebabiex3""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768518719555461124/NwLCiwT2_normal.jpg""""""",399,402,"""""""en""""""",1472255018290,"""""""769295917228892161""""""",42474,"[37000, 85051, 62524, 60240, 67930, 50748]"
"""""""emptynetting""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766474378900930560/ZpUDSYMR_normal.jpg""""""",194,147,"""""""en""""""",1472255979621,"""""""769296467504852994""""""",56473,"[77735, 61728, 53463, 48297, 83473]"
"""""""richmagoo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/665716078635388928/6XE-ixR5_normal.jpg""""""",1333,2140,"""""""en""""""",1472258433550,"""""""769298385887043584""""""",87211,"[14184, 97667, 71040, 25953, 20189, 25961, 11331]"
"""""""fugly_breana""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/760327975992557569/qDuYzNLQ_normal.jpg""""""",208,372,"""""""en""""""",1472263077162,"""""""769303119373021184""""""",98246,"[37460, 95625, 69897, 37000, 68647, 16426, 72669, 30952]"
"""""""batpoet""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/552390003595034624/sMQPL6RP_normal.jpeg""""""",1113,996,"""""""en""""""",1472262148623,"""""""769302155517792256""""""",12873,"[54813, 48852, 50713, 31366, 87009, 83420, 83940, 17614, 93033, 28737]"
"""""""911Advocate""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/677635048137482240/iHH2mcTy_normal.jpg""""""",441,567,"""""""en""""""",1472260167135,"""""""769299305605632001""""""",56195,"[16365, 33127, 40635, 60709, 51051]"
"""""""callieviolet29""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766426234066604032/62pND6sr_normal.jpg""""""",179,369,"""""""en""""""",1472273470999,"""""""769312465507131392""""""",42582,"[61728, 64963, 18756, 63336, 84873, 85096, 42059, 86991, 26641, 12275, 42389, 75509, 53463, 11257, 62524, 99615]"
"""""""_laurenhamblen""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766442633396948992/gLhHn5mG_normal.jpg""""""",375,333,"""""""en""""""",1472257673990,"""""""769297739222020096""""""",72423,[]
"""""""ashreve99""""""","""[ """"#nationaldogday"""", """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/750774748636966912/xqCUL3Ac_normal.jpg""""""",674,370,"""""""en""""""",1472262641998,"""""""769298237710753793""""""",32006,"[42136, 79366, 76435, 83420, 71472, 12873, 13783, 42582, 40635]"
"""""""britcristiano""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768909754982813696/yAbFGlWx_normal.jpg""""""",545,251,"""""""en""""""",1472255659902,"""""""769296354602516480""""""",96646,[]
"""""""SubySalt""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/740368256498860032/0_191_V7_normal.jpg""""""",216,449,"""""""en""""""",1472271758125,"""""""769310773558542336""""""",10365,"[42582, 18470]"
"""""""Jadeannpenny""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/765562620518752256/HWda09KW_normal.jpg""""""",219,310,"""""""en""""""",1472260323055,"""""""769299226325032961""""""",95528,[42474]
"""""""geekalabama""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/683972369933701122/FBWg51v__normal.png""""""",1035,1198,"""""""en""""""",1472253460565,"""""""769295199872876545""""""",76119,"[26641, 97686, 96540, 99615, 67746, 96293, 76070, 21299, 62524, 64963, 18756, 42059, 87628, 48852, 37460, 63336, 85096, 75509, 11257]"
"""""""21hassler""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/764558029333291008/2U4Lxqht_normal.jpg""""""",258,155,"""""""en""""""",1472267125180,"""""""769306105935597568""""""",20189,"[24482, 63658, 67113, 18884, 63652, 87009, 94775]"
"""""""foreverkiki""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/760260858970681344/PEh1K4LQ_normal.jpg""""""",460,296,"""""""en""""""",1472258377723,"""""""769298327691296769""""""",90576,"[80130, 64963, 18756, 63336, 85096, 42059, 88912, 26641, 12275, 75509, 11257, 62524, 99615]"
"""""""KayJaneOfficial""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/753041549320151040/-AArf1jm_normal.jpg""""""",116,175,"""""""en""""""",1472261113159,"""""""769300995293741057""""""",56170,"[51555, 85051, 43430, 33022]"
"""""""Loggerswife369""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768906810786979840/etewR7dv_normal.jpg""""""",343,429,"""""""en""""""",1472262751293,"""""""769302611409375232""""""",11835,"[54841, 51590, 11818, 79366, 87211]"
"""""""lakingsareawso1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/763450897850470401/H1YIzD29_normal.jpg""""""",109,145,"""""""en""""""",1472273554222,"""""""769312564639432705""""""",37460,"[60240, 47424, 11005]"
"""""""miniejm1993""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/751104912939839488/FAhlK0k-_normal.jpg""""""",362,708,"""""""en""""""",1472269069161,"""""""769307981510868993""""""",56281,"[69897, 89663, 94775]"
"""""""dianaiscoolaf""""""","""[ """"#justinreactivatedparty"""", """"#idonottrustanyonewho"""" ]""","""""""http://pbs.twimg.com/profile_images/770277367545749504/JXk4kRWW_normal.jpg""""""",150,110,"""""""en""""""",1472484462720,"""""""770277703446622208""""""",58209,"[20467, 67749]"
"""""""ShaneAllison""""""","""[ """"#gloryoutnow"""", """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768946965107224576/OmaiFAj2_normal.jpg""""""",712,793,"""""""en""""""",1472259878839,"""""""769293851563401217""""""",16426,"[73172, 16426, 83740, 78307, 24924]"
"""""""MarylandGirl85""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/550685847452803072/J8DHIrAd_normal.jpeg""""""",159,534,"""""""en""""""",1472259086122,"""""""769298846203703296""""""",41761,"[21779, 97686, 90733, 30952, 20467, 12976, 76435, 63652]"
"""""""Epona_love""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/760526007598059520/vBiKCJ3D_normal.jpg""""""",1573,1214,"""""""en""""""",1472265022668,"""""""769304108922568704""""""",31523,"[20811, 18884, 50776, 29417, 64013, 87211, 45558, 60199, 40978, 83740]"
"""""""DarcECulp""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768990001992310784/EI9UGJq5_normal.jpg""""""",571,566,"""""""en""""""",1472267462648,"""""""769306434974593024""""""",21779,"[96245, 56473, 33862]"
"""""""slwtowns""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/769050536574345216/nXXhE0nc_normal.jpg""""""",586,102,"""""""en""""""",1472256196885,"""""""769296644110163969""""""",27142,"[53165, 68054, 25953, 32390, 87527, 29874, 83845, 83498, 15113]"
"""""""jetbIackjoseph""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/768251960734654464/V6OYuQhS_normal.jpg""""""",487,527,"""""""en""""""",1472258555363,"""""""769298503235411968""""""",58992,"[42136, 75509, 51051, 42389, 84837, 48114, 65249, 30952]"
"""""""_keezybabyy""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/756334264950542337/6PhI05Bp_normal.jpg""""""",657,492,"""""""en""""""",1472261388015,"""""""769301332364713984""""""",32662,"[45660, 44183, 60709, 82547, 24924, 66485, 89990]"
"""""""trblrene""""""","""[ """"#getwellsoonjackson"""" ]""","""""""http://pbs.twimg.com/profile_images/765756268560592896/yT8fbSfE_normal.jpg""""""",534,250,"""""""en""""""",1472736065994,"""""""771337050419191809""""""",35931,"[94574, 23526, 62296]"
"""""""SBCSDrguillen""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/549648310986735616/WTXn6LIG_normal.jpeg""""""",449,377,"""""""en""""""",1472265304178,"""""""769304419745734657""""""",48852,"[98571, 16365, 31366, 64013, 79417, 50155, 85051, 94452, 84702]"
"""""""shoegirlberlin""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/711864392053354496/ByWRMOWj_normal.jpg""""""",682,557,"""""""en""""""",1472252202907,"""""""769294227511603200""""""",69836,"[54515, 35827, 59241, 84423]"
"""""""Abrielle_Says""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/732094828813549568/kuo2PTVe_normal.jpg""""""",986,491,"""""""en""""""",1472269186492,"""""""769308130895200257""""""",58649,"[48852, 94574, 34181, 29874, 45660, 77221, 39483, 31728]"
"""""""anibundel""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/763209847147995136/fUHz_-UZ_normal.jpg""""""",1238,929,"""""""en""""""",1472251853721,"""""""769294466943447041""""""",65249,[34355]
"""""""TheKeepArchives""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/378800000757225338/70dfeb03209898914c53f6d0d8523901_normal.png""""""",1773,742,"""""""en""""""",1472248811286,"""""""769293374356529156""""""",13783,"[60240, 43754]"
"""""""ShawnCraig""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/715231382642040836/8SYVGw3b_normal.jpg""""""",1910,103,"""""""en""""""",1472272469704,"""""""769311276468240384""""""",29874,"[95625, 34941, 37440, 45660, 54813, 78742, 89663, 26641, 64963, 32662]"
"""""""emmyluvsyou""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/724704691725078528/lICYgpyi_normal.jpg""""""",387,1561,"""""""en""""""",1472261429346,"""""""769301352514195456""""""",73172,"[85439, 63658, 48114, 76435, 88912, 58992, 45660]"
"""""""Lauravxo__""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766757355774103554/WyWZvCg-_normal.jpg""""""",949,434,"""""""en""""""",1472256403981,"""""""769296630566703106""""""",27712,"[31728, 97686, 23004, 67749, 64013, 78742, 50155, 64963]"
"""""""nateholland10""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/717195034156670977/OtrEkzrj_normal.jpg""""""",238,282,"""""""en""""""",1472266691610,"""""""769305684399665152""""""",92304,"[31728, 90531, 73719]"
"""""""emmalouise08193""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/661214230251765761/6f0hOE7O_normal.jpg""""""",163,295,"""""""en""""""",1472268146579,"""""""769306949238263809""""""",39483,[]
"""""""jbaade95""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/562299425603600384/O9s73c0j_normal.jpeg""""""",309,189,"""""""en""""""",1472270832053,"""""""769309691964907523""""""",45660,"[92304, 78664, 77221, 43214, 56195]"
"""""""JoshuaGilliam1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/619891154079723520/pnXns_FC_normal.jpg""""""",144,142,"""""""en""""""",1472265910542,"""""""769304821249744896""""""",79829,"[85051, 53463]"
"""""""byrdaroo22""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/757949420117880832/BFKigBSV_normal.jpg""""""",1015,791,"""""""en""""""",1472260611238,"""""""769300423832440833""""""",96860,"[12976, 90733, 94452, 33127, 99150, 68531, 67355]"
"""""""lovethatvato""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/768534836654907392/aKV-2yw2_normal.jpg""""""",2717,697,"""""""en""""""",1472286727134,"""""""769452413325488128""""""",60199,"[30952, 59244, 69897, 26093, 94979, 20639, 34941]"
"""""""arlenethebean_""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/765328848518914048/NJUEFQhA_normal.jpg""""""",227,185,"""""""en""""""",1472287032927,"""""""769453700339212288""""""",54445,"[11835, 50776, 89651, 30034]"
"""""""BriaQuesadilla""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/739515783894573061/hi3eROrz_normal.jpg""""""",333,1088,"""""""en""""""",1472271699887,"""""""769310707615752192""""""",53463,"[33083, 54445, 72423, 32446, 86924, 87130, 43214, 86186]"
"""""""roxysanchez__""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/746896618994049024/QLdA4jLf_normal.jpg""""""",731,589,"""""""en""""""",1472268876697,"""""""769307820252467200""""""",85051,"[83845, 15113, 58357]"
"""""""LindaSt49316856""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/745376326081712132/-L2HvSSf_normal.jpg""""""",728,1152,"""""""en""""""",1472260285449,"""""""769300081472307200""""""",30952,"[28737, 34181, 44897, 96860, 42389, 55951]"
"""""""alexvromeroo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768294046808707073/TUM2CCkj_normal.jpg""""""",142,106,"""""""en""""""",1472261328812,"""""""769301270293311496""""""",57903,"[43430, 67749, 80130, 93033, 47359, 86186, 29417, 21104, 45660, 51051]"
"""""""joey_woods1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/754456075701669888/EwIQZjJq_normal.jpg""""""",1708,268,"""""""en""""""",1472267835653,"""""""769306637563727872""""""",62781,[40635]
"""""""__Tann""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768277485012279297/h_IoDGL1_normal.jpg""""""",1663,849,"""""""en""""""",1472265900817,"""""""769304588465733632""""""",40635,"[25063, 33083, 21779, 18470, 86532, 30952, 32472, 72423, 12275]"
"""""""DJBake91""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/735624624084422657/I-c6HA8P_normal.jpg""""""",3042,2441,"""""""en""""""",1472256707740,"""""""769297143324667904""""""",94452,"[90531, 78742, 21299, 27142, 37000]"
"""""""MXIMVS""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/763119170858942464/wl7g8g8j_normal.jpg""""""",606,426,"""""""en""""""",1472270910284,"""""""769309786177404928""""""",32472,"[23004, 97667, 96245, 16365, 20467, 38132, 35827, 71472]"
"""""""_trashtbh_""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/766516819918069761/3QXnQH5x_normal.jpg""""""",682,513,"""""""en""""""",1472251431537,"""""""769294313662447616""""""",67930,"[92304, 48852, 50776, 54841, 26779]"
"""""""wtk_allie""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/739489977084481536/AnrJTHoW_normal.jpg""""""",295,825,"""""""en""""""",1472260047331,"""""""769299833974820864""""""",90531,"[50446, 21299, 89651, 71991, 64488]"
"""""""Morgan1975Andy""""""","""[ """"bournemouth"""" ]""","""""""http://pbs.twimg.com/profile_images/462249714956922881/5ITgJf_K_normal.jpeg""""""",124,112,"""""""en""""""",1472668746533,"""""""771054394875973632""""""",73719,"[12976, 97053, 26641, 71040, 67355, 68531]"
"""""""thrivouis""""""","""[ """"#happybirthdayliampayne"""" ]""","""""""http://pbs.twimg.com/profile_images/715622500244303873/WQm1seNi_normal.jpg""""""",4764,4254,"""""""en""""""",1472483712667,"""""""770277425431339008""""""",79417,"[60685, 31727]"
"""""""spookyhaleigh""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/767682750069477376/oOM_HNxf_normal.jpg""""""",1372,811,"""""""en""""""",1472256593370,"""""""769296977863512064""""""",47359,"[19411, 80605, 87009, 24482, 88912, 11005, 62524, 26590, 85096, 89990]"
"""""""_elaina""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/768650642458025984/OSVK9scz_normal.jpg""""""",571,584,"""""""en""""""",1472261587322,"""""""769301466993524736""""""",62285,[97053]
"""""""tsilkky""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/762450689398157313/1fjKlC-s_normal.jpg""""""",111,429,"""""""en""""""",1472268518300,"""""""769297312065658880""""""",21104,"[53165, 32662, 54841]"
"""""""ethnoslfl""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/767944665270071296/Wt7zLyBe_normal.jpg""""""",1271,2003,"""""""en""""""",1472255849772,"""""""769296428778741760""""""",94691,"[18648, 87527, 96293, 79829, 29374]"
"""""""YESWECAN53""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/657995087524204544/i-Xt3l4B_normal.jpg""""""",1630,1750,"""""""en""""""",1472273377995,"""""""769312355306143744""""""",28938,"[50748, 84873, 76425]"
"""""""llKarishma""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/566787288860880897/XLzh_EyS_normal.jpeg""""""",384,543,"""""""en""""""",1472254625907,"""""""769295495445385216""""""",74346,"[24482, 64963, 18756, 77735, 63336, 85096, 42059, 26641, 75509, 50776, 11257, 62524, 99615]"
"""""""Claire_randell1""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767174726389264384/MCGJUKYe_normal.jpg""""""",169,375,"""""""en""""""",1472269074883,"""""""769307991917023233""""""",98571,"[12976, 50713, 24924]"
"""""""CBS46Sports""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/640595149354106880/7IgI5eHC_normal.png""""""",855,873,"""""""en""""""",1472256245111,"""""""769296700506775556""""""",45343,"[65654, 69283, 21814, 26590, 76435, 85885, 30483]"
"""""""Aivy88""""""","""[ """"#backtohogwarts"""" ]""","""""""http://pbs.twimg.com/profile_images/764415689037799424/5UgFWFP7_normal.jpg""""""",446,649,"""""""en""""""",1472742985600,"""""""771366103050223616""""""",94574,"[83473, 87628, 40978, 82823, 32662]"
"""""""RKEpstein""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/466948794970423296/hzK1TU3k_normal.jpeg""""""",282,279,"""""""en""""""",1472262230427,"""""""769302262594281472""""""",11818,"[55951, 26641, 30483, 99615, 56483, 36652, 88635, 62524, 64963, 18756, 87755, 42059, 87130, 63336, 85096, 76140, 64748, 75509, 11257]"
"""""""snohoflyfishing""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/702500976926674944/533l61a8_normal.jpg""""""",1146,1131,"""""""en""""""",1472270731424,"""""""769309595072401408""""""",12976,"[86186, 42059]"
"""""""Jano5SOSkianss""""""","""[ """"#veranomtv2016"""" ]""","""""""http://pbs.twimg.com/profile_images/726913112817995776/HZ7VbXhc_normal.jpg""""""",2252,2345,"""""""en""""""",1472745562790,"""""""771376841454153728""""""",21814,"[58778, 54813, 72423]"
"""""""jz_alva""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/764922680080420864/mH6hihyg_normal.jpg""""""",258,207,"""""""en""""""",1472261200906,"""""""769301093696155648""""""",42389,"[67113, 54628, 43214, 78742]"
"""""""Tash4Ash""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/645286440042135553/MNPjMDhv_normal.jpg""""""",354,1700,"""""""en""""""",1472287206362,"""""""769454427979784193""""""",86924,[]
"""""""MartyFraser98""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/744266256686129152/-Dsldgrm_normal.jpg""""""",290,778,"""""""en""""""",1472260279888,"""""""769300072160980994""""""",44183,[]
"""""""AlexisKornaker""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/765226893176033280/nUsy2vhU_normal.jpg""""""",815,307,"""""""en""""""",1472270857010,"""""""769309723631898624""""""",18470,"[54628, 76119, 31728, 87130]"
"""""""HankTheGolden""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/581430087423287296/-CguCthI_normal.jpg""""""",443,207,"""""""en""""""",1472268582255,"""""""769307506912919552""""""",99837,"[42136, 96646, 25953, 78307, 58992]"
"""""""Daniel_L_Rivas""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/2958131532/b171f845e22fe25bcd9884b1a7b1da25_normal.jpeg""""""",1384,952,"""""""en""""""",1472264437714,"""""""769303372847456256""""""",84702,"[32390, 78827, 90576, 34355, 94979]"
"""""""mykaelabrock""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/643198919132868608/OkC5XMqP_normal.jpg""""""",227,230,"""""""en""""""",1472262186025,"""""""769302200304607233""""""",83473,"[44183, 48852, 58209, 26641, 69283, 58746, 76140, 55957, 88635]"
"""""""iamkevg""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/751175471711154178/3UnZMOWp_normal.jpg""""""",108,569,"""""""en""""""",1472265056971,"""""""769301516825997314""""""",85032,"[96860, 77735, 89663, 62524, 82371, 94574, 87009, 76425, 99719]"
"""""""JamesGang_""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/507987664746733568/XDCIC5w6_normal.jpeg""""""",286,1755,"""""""en""""""",1472264864231,"""""""769303940106190848""""""",35317,"[90733, 62524, 73719, 89663]"
"""""""Taryn__Bates""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/766817530719666176/3-vwikDU_normal.jpg""""""",467,430,"""""""en""""""",1472262348443,"""""""769302384162078721""""""",50155,"[90152, 58446, 97562, 95625]"
"""""""julieroginsky""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/769250398959988736/SScFrQm2_normal.jpg""""""",16828,1013,"""""""en""""""",1472266519831,"""""""769305493030535168""""""",83498,[]
"""""""M_Cheney24""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/756893504018587648/JUCeYrb3_normal.jpg""""""",607,485,"""""""en""""""",1472253234995,"""""""769294942166458368""""""",82371,"[78307, 60709, 76425, 67355, 37460, 16365, 21299]"
"""""""avisbassnotes_""""""","""[ """"#nationaldogday"""", """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/749770973386334208/1CMlMgU2_normal.jpg""""""",399,379,"""""""en""""""",1472256574288,"""""""769294954158055424""""""",59244,"[95625, 76140, 37000, 85051, 58446, 90531]"
"""""""calscastaways""""""","""[ """"#happybirthdaydylanobrien"""" ]""","""""""http://pbs.twimg.com/profile_images/764477999072808960/j-keu3FD_normal.jpg""""""",1913,1678,"""""""en""""""",1472272835541,"""""""769311710394056704""""""",34181,"[78827, 87527, 31727, 51051]"
"""""""cee_mamii""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767390207448522752/wCtXA6O-_normal.jpg""""""",2887,754,"""""""en""""""",1472262017577,"""""""769301416313618432""""""",50748,"[76404, 19411, 90576, 37272, 35827, 63336, 61728, 85439, 45954]"
"""""""QTTaybooty""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/759513305438261248/r6U3Ujf-_normal.jpg""""""",398,225,"""""""en""""""",1472274162643,"""""""769313293714415617""""""",54813,"[29417, 93033, 54515, 57429, 76435, 60199, 78595, 78827]"
"""""""ebiekane""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/714093793616797697/AccL_9oF_normal.jpg""""""",115,249,"""""""en""""""",1472266254121,"""""""769305174099853312""""""",84837,"[77221, 38132, 59666]"
"""""""CarlosJStgo""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/765762706880270336/kmFYarTL_normal.jpg""""""",392,378,"""""""en""""""",1472271503453,"""""""769310516879712256""""""",21948,"[67930, 90576, 89663, 54813, 44897, 82371, 59666, 54183, 37440]"
"""""""ShainaMarie5456""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/732368505958342656/5Zq_nOQJ_normal.jpg""""""",202,392,"""""""en""""""",1472257575791,"""""""769297676974174208""""""",80130,"[63078, 59666, 52658, 64488, 86991, 58357, 98571, 62285]"
"""""""gogetemcam""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/761299862960820224/cXrG5wQv_normal.jpg""""""",649,546,"""""""en""""""",1472267927186,"""""""769306342968348672""""""",37417,"[95528, 99615]"
"""""""TheRealGMoney76""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/653111983441448961/sfFxSpQE_normal.jpg""""""",881,1186,"""""""en""""""",1472259837481,"""""""769299576993873920""""""",28737,[63336]
"""""""becker_jemima""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/586489850783666177/5GaKQVvV_normal.jpg""""""",387,747,"""""""en""""""",1472267908502,"""""""769306687773761537""""""",34355,"[95756, 37000, 51051]"
"""""""sadxdad""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/765033928046604292/CnBX_IkN_normal.jpg""""""",322,304,"""""""en""""""",1472260803698,"""""""769300629609000960""""""",64963,"[35931, 87009, 87527, 52658, 41999, 54445, 96860, 60240]"
"""""""miiasaurous""""""","""[ """"#respecttylerjoseph"""", """"halsey"""" ]""","""""""http://pbs.twimg.com/profile_images/766462881512747008/MxQ0LfCs_normal.jpg""""""",5734,202,"""""""en""""""",1472487369676,"""""""769303657074528257""""""",60685,[52658]
"""""""harry_hydro""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/607376117473738752/aw3qjzm9_normal.png""""""",290,463,"""""""en""""""",1472261243176,"""""""769301153985204224""""""",55951,"[71397, 96245, 34181, 12354, 33127, 37674, 11005, 99615]"
"""""""mynamesallie""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/769022621279219713/kUTpc3HK_normal.jpg""""""",950,339,"""""""en""""""",1472262676860,"""""""769302691591888896""""""",71597,"[25961, 95625, 56281, 72423, 88635, 58649, 50748, 50713, 29374]"
"""""""austinabell2""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/753758404938567680/AT1iHZml_normal.jpg""""""",245,288,"""""""en""""""",1472254477365,"""""""769295371818438657""""""",34941,"[51590, 11331]"
"""""""mrtgonzal""""""","""[ """"harry potter"""" ]""","""""""http://pbs.twimg.com/profile_images/766858810602369025/cbJCJq_n_normal.jpg""""""",122,339,"""""""en""""""",1472803142841,"""""""771618402876043264""""""",87628,"[87211, 90963, 29417, 86924, 88028, 72423, 21948, 18884, 30034, 42059]"
"""""""casscouling""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/765575128981774336/7m6I0zBN_normal.jpg""""""",173,110,"""""""en""""""",1472260406811,"""""""769300208618467328""""""",19621,"[28737, 26093, 40635, 56483, 42582, 10988, 77720, 87628, 99150, 72301]"
"""""""syakirahfaisol""""""","""[ """"sam claflin"""" ]""","""""""http://pbs.twimg.com/profile_images/763057657842274304/ZoWKFegq_normal.jpg""""""",264,123,"""""""en""""""",1472802000574,"""""""771613631083524096""""""",46274,"[69836, 46274, 16365, 87628, 96540, 76140, 42582, 64748, 76070]"
