"February 1, 2016",CW,Curtiss-Wright,FRT,Federal Realty Investment Trust,S&P 500 constituent Avago Technologies Ltd. (NASD:AVGO) acquired Broadcom. S&P MidCap 400 constituent Federal Realty Investment Trust (NYSE:FRT) replaced Broadcom Corp. (NASD:BRCM) in the S&P 500.[130]
"Jan 27, 2016",POOL,Pool Corp,BMR,BioMed Realty Trust,Private equity firm Blackstone Real Estate Partners acquired BioMed Realty Trust.[130]
"Jan 19, 2016",MSCC,Microsemi,ATW,Atwood Oceanics,Microsemi acquired PMC-Sierra Inc. (NASD: PMCS) and the combined company's market capitalization was more representative of the mid-cap market space. Atwood Oceanics was ranked at the bottom of the S&P MidCap 400 and had a market capitalization more representative of the small-cap market space.[131]
"Jan 19, 2016",EPR,EPR Properties,EXR,Extra Space Storage,S&P 500 constituent ACE Ltd. (NYSE:ACE) acquired Chubb. S&P MidCap 400 constituent Extra Space Storage Inc. (NYSE:EXR) replaced The Chubb Corp. (NYSE:CB) in the S&P 500.[132]
"Jan 5, 2016",FOSL,Fossil Group,TW,Towers Watson,Willis Group merged with Towers Watson. The combined company replaces Fossil Group in the S&P 500.[133]
"December 29, 2015",SNX,Synnex,CHD,Church & Dwight,S&P 100 & 500 constituent Intel Corp. (NASD:INTC) acquired Altera. S&P MidCap 400 constituent Church & Dwight Co. (NYSE:CHD) replaced Altera Corp. (NASD:ALTR) in the S&P 500.[134]
"December 14, 2015",JCOM,j2 Global,CYT,Cytec Industries,Solvay S.A. acquired Cytec Industries.[135]
"November 30, 2015",CSC,Computer Sciences Corp,APOL,Apollo Education,CSRA Inc. will be added to the S&P 500 reflecting its spin-off from Computer Sciences. CSC will be removed from the S&P 500.[136]
"November 18, 2015",GNW,Genworth Financial,ROVI,Rovi,Synchrony Financial (NYSE:SYF) replaced Genworth Financial Inc. in the S&P 500.[137]
"November 2, 2015",MKTX,MarketAxess Holdings,CYN,City National Corp,Royal Bank of Canada (NYSE:RY) acquired City National.[138]
"July 30, 2015",ENH,Endurance Specialty Holdings,TMST,TimkenSteel,Endurance Specialty Holdings acquired Montpelier Re Holdings.[139]
"July 8, 2015[140]",JACK,Jack in the Box,AAP,Advance Auto Parts,Dollar Tree has acquired Family Dollar Stores. Advance Auto Parts moves to S&P 500 to replace Family Dollar Stores.
"July 8, 2015[140]",WST,West Pharmaceutical Services,ADVS,Advent Software,SS&C Technologies Holdings Inc. (NASD:SSNC) has acquired Advent Software.
"July 1, 2015",ATI,Allegheny Technologies,UNT,Unit Corp,S&P 500 constituent NiSource Inc. (NYSE: NI) spun off Columbia Pipeline Group. NiSource will remain in the S&P 500 and Columbia Pipeline will join the S&P 500. Allegheny Technologies and Unit were ranked near or at the bottom of their current indices.[141]
"June 30, 2015[141]",CC,Chemours,SMTC,Semtech,S&P 100 & 500 constituent E. I. du Pont de Nemours and Co. (NYSE: DD) spins off Chemours.
"June 30, 2015[141]",CABO,Cable One,BTU,Peabody Energy,S&P MidCap 400 constituent Graham Holdings Company (NYSE: GHC) spins off Cable One. Graham Holdings remains in the S&P MidCap 400 following the distribution.
"June 30, 2015[141]",EPC,Edgewell Personal Care,HSC,Harsco,"S&P MidCap 400 constituent Energizer Inc. (NYSE: ENR) spins off ""new"" Energizer. Post spin, the parent company will change its name to Edgewell Personal Care Co. and trade under the symbol ""EPC"". It will remain in the S&P MidCap 400 following the distribution."
"June 25, 2015",CASY,Casey's General Stores,AOL,AOL Inc,S&P 100 & 500 constituent Verizon Corp. (NYSE: VZ) acquired AOL.[141]
"June 11, 2015",WETF,WisdomTree Investments,QRVO,Qorvo,Qorvo Inc. replaced Lorillard Inc. in the S&P 500 due to Lorillard being acquired by Reynolds American Inc.
"June 29, 2015",CBRL,Cracker Barrel,DRC,Dresser-Rand Group,Siemens AG acquired Dresser-Rand Group.[142]
"June 10, 2015",MANH,Manhattan Associates Inc.,LTM,Life Time Fitness Inc.,Life Time Fitness is now a private company.
"June 1, 2015",TLN,Talen Energy,WIN,Windstream,Talen spun off by PPL Corp (NYSE:PPL); Windstream bumped due to market cap rank[143]
"May 29, 2015",OZRK,Bank of the Ozarks,XLS,Exelis,S&P 500 constituent Harris Corp. (NYSE:HRS) acquired Exelis.[144]
"April 27, 2015",DNKN,Dunkin' Brands Group Inc,RVBD,Riverbed Technology Inc,Riverbed Technology acquired by group led by Thoma Bravo LLC[145]
"April 24, 2015",CSAL,Communications Sales & Leasing,CLF,Cliffs Natural Resources,Communications Sales & Leasing spun off by Windstream Holdings; Cliffs Natural Resources removed due to market cap adjustments[146]
"April 7, 2015",CNO,CNO Financial Group,SLXP,Salix Pharmaceuticals,Salix Pharmaceuticals acquired by Valeant Pharmaceuticals (NYSE:VRX).[147]
"September 30, 2014",CDK,CDK Global Inc.,BBG,Bill Barrett Corporation,Bill Barrett's market capitalization is below $1.2 billion.
