index,Sku,Style Id,Catalog,Category,Weight,TP 1,TP 2,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
196,Os198_5045_2XL,Os198_5045,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
197,Os198_5045_3XL,Os198_5045,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
198,Os199_5046_S,Os199_5046,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
199,Os199_5046_M,Os199_5046,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
200,Os199_5046_L,Os199_5046,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
201,Os199_5046_XL,Os199_5046,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
202,Os199_5046_2XL,Os199_5046,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
203,Os199_5046_3XL,Os199_5046,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
204,Os170_5048_S,Os170_5048,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
205,Os170_5048_M,Os170_5048,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
206,Os170_5048_L,Os170_5048,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
207,Os170_5048_XL,Os170_5048,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
208,Os170_5048_2XL,Os170_5048,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
209,Os170_5048_3XL,Os170_5048,Colors-7,Kurta,0.3,381,308.61,1538,1595,1595,1595,1595,1595,1595,1595,1595,1595
210,Os235_1112_S,Os235_1112,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
211,Os235_1112_M,Os235_1112,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
212,Os235_1112_L,Os235_1112,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
213,Os235_1112_XL,Os235_1112,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
214,Os235_1112_2XL,Os235_1112,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
215,Os235_1112_3XL,Os235_1112,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
216,Os233_1058_S,Os233_1058,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
217,Os233_1058_M,Os233_1058,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
218,Os233_1058_L,Os233_1058,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
219,Os233_1058_XL,Os233_1058,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
220,Os233_1058_2XL,Os233_1058,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
221,Os233_1058_3XL,Os233_1058,Mix,Kurta,0.3,952,771.12,3858,3995,3995,3995,3995,3995,3995,3995,3995,3995
222,Os179_1116_S,Os179_1116,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
223,Os179_1116_M,Os179_1116,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
224,Os179_1116_L,Os179_1116,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
225,Os179_1116_XL,Os179_1116,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
226,Os179_1116_2XL,Os179_1116,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
227,Os179_1116_3XL,Os179_1116,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
228,Os210_3137_S,Os210_3137,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
229,Os210_3137_M,Os210_3137,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
230,Os210_3137_L,Os210_3137,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
231,Os210_3137_XL,Os210_3137,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
232,Os210_3137_2XL,Os210_3137,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
233,Os210_3137_3XL,Os210_3137,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
234,Os177_1057_S,Os177_1057,Mix,Kurta,0.3,714,578.34,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
235,Os177_1057_M,Os177_1057,Mix,Kurta,0.3,714,578.34,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
236,Os177_1057_L,Os177_1057,Mix,Kurta,0.3,714,578.34,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
237,Os177_1057_XL,Os177_1057,Mix,Kurta,0.3,714,578.34,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
238,Os177_1057_2XL,Os177_1057,Mix,Kurta,0.3,714,578.34,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
239,Os177_1057_3XL,Os177_1057,Mix,Kurta,0.3,714,578.34,2878,2995,2995,2995,2995,2995,2995,2995,2995,2995
240,Os180_3134_S,Os180_3134,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
241,Os180_3134_M,Os180_3134,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
242,Os180_3134_L,Os180_3134,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
243,Os180_3134_XL,Os180_3134,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
244,Os180_3134_2XL,Os180_3134,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
245,Os180_3134_3XL,Os180_3134,Mix,Kurta,0.3,519,420.39,2098,2195,2195,2195,2195,2195,2195,2195,2195,2195
246,Os178_1115_S,Os178_1115,Mix,Kurta,0.3,595,481.95,2398,2495,2495,2495,2495,2495,2495,2495,2495,2495
247,Os178_1115_M,Os178_1115,Mix,Kurta,0.3,595,481.95,2398,2495,2495,2495,2495,2495,2495,2495,2495,2495
248,Os178_1115_L,Os178_1115,Mix,Kurta,0.3,595,481.95,2398,2495,2495,2495,2495,2495,2495,2495,2495,2495
249,Os178_1115_XL,Os178_1115,Mix,Kurta,0.3,595,481.95,2398,2495,2495,2495,2495,2495,2495,2495,2495,2495
250,Os178_1115_2XL,Os178_1115,Mix,Kurta,0.3,595,481.95,2398,2495,2495,2495,2495,2495,2495,2495,2495,2495
251,Os178_1115_3XL,Os178_1115,Mix,Kurta,0.3,595,481.95,2398,2495,2495,2495,2495,2495,2495,2495,2495,2495
252,Os211_3011_S,Os211_3011,Mix,Kurta,0.3,467,378.27,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
253,Os211_3011_M,Os211_3011,Mix,Kurta,0.3,467,378.27,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
254,Os211_3011_L,Os211_3011,Mix,Kurta,0.3,467,378.27,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
255,Os211_3011_XL,Os211_3011,Mix,Kurta,0.3,467,378.27,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
256,Os211_3011_2XL,Os211_3011,Mix,Kurta,0.3,467,378.27,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
257,Os211_3011_3XL,Os211_3011,Mix,Kurta,0.3,467,378.27,1878,1995,1995,1995,1995,1995,1995,1995,1995,1995
258,Os171_1096_S,Os171_1096,Mix,Kurta,0.3,552,447.12,2238,2395,2395,2395,2395,2395,2395,2395,2395,2395
259,Os171_1096_M,Os171_1096,Mix,Kurta,0.3,552,447.12,2238,2395,2395,2395,2395,2395,2395,2395,2395,2395
260,Os171_1096_L,Os171_1096,Mix,Kurta,0.3,552,447.12,2238,2395,2395,2395,2395,2395,2395,2395,2395,2395
261,Os171_1096_XL,Os171_1096,Mix,Kurta,0.3,552,447.12,2238,2395,2395,2395,2395,2395,2395,2395,2395,2395
262,Os171_1096_2XL,Os171_1096,Mix,Kurta,0.3,552,447.12,2238,2395,2395,2395,2395,2395,2395,2395,2395,2395
263,Os171_1096_3XL,Os171_1096,Mix,Kurta,0.3,552,447.12,2238,2395,2395,2395,2395,2395,2395,2395,2395,2395
264,Os184_1127_S,Os184_1127,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
265,Os184_1127_M,Os184_1127,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
266,Os184_1127_L,Os184_1127,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
267,Os184_1127_XL,Os184_1127,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
268,Os184_1127_2XL,Os184_1127,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
269,Os184_1127_3XL,Os184_1127,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
270,Os231_1384_S,Os231_1384,Mix,Kurta Set,0.4,662,536.22,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
271,Os231_1384_M,Os231_1384,Mix,Kurta Set,0.4,662,536.22,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
272,Os231_1384_L,Os231_1384,Mix,Kurta Set,0.4,662,536.22,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
273,Os231_1384_XL,Os231_1384,Mix,Kurta Set,0.4,662,536.22,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
274,Os231_1384_2XL,Os231_1384,Mix,Kurta Set,0.4,662,536.22,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
275,Os231_1384_3XL,Os231_1384,Mix,Kurta Set,0.4,662,536.22,2678,2795,2795,2795,2795,2795,2795,2795,2795,2795
276,Os186_1377_S,Os186_1377,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
277,Os186_1377_M,Os186_1377,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
278,Os186_1377_L,Os186_1377,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
279,Os186_1377_XL,Os186_1377,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
280,Os186_1377_2XL,Os186_1377,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
281,Os186_1377_3XL,Os186_1377,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
282,Os185_1105_S,Os185_1105,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
283,Os185_1105_M,Os185_1105,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
284,Os185_1105_L,Os185_1105,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
285,Os185_1105_XL,Os185_1105,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
286,Os185_1105_2XL,Os185_1105,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
287,Os185_1105_3XL,Os185_1105,Mix,Kurta,0.3,529,428.49,2138,2295,2295,2295,2295,2295,2295,2295,2295,2295
288,Os190_1128_S,Os190_1128,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
289,Os190_1128_M,Os190_1128,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
290,Os190_1128_L,Os190_1128,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
291,Os190_1128_XL,Os190_1128,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
292,Os190_1128_2XL,Os190_1128,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
293,Os190_1128_3XL,Os190_1128,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
294,Os192_1124_S,Os192_1124,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
295,Os192_1124_M,Os192_1124,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
296,Os192_1124_L,Os192_1124,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
297,Os192_1124_XL,Os192_1124,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
298,Os192_1124_2XL,Os192_1124,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
299,Os192_1124_3XL,Os192_1124,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
300,Os172_1092_S,Os172_1092,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
301,Os172_1092_M,Os172_1092,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
302,Os172_1092_L,Os172_1092,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
303,Os172_1092_XL,Os172_1092,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
304,Os172_1092_2XL,Os172_1092,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
305,Os172_1092_3XL,Os172_1092,Mix,Kurta,0.3,570,461.70,2298,2295,2295,2295,2295,2295,2295,2295,2295,2295
306,Os176_1015_S,Os176_1015,Mix,Kurta,0.3,724,586.44,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
307,Os176_1015_M,Os176_1015,Mix,Kurta,0.3,724,586.44,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
308,Os176_1015_L,Os176_1015,Mix,Kurta,0.3,724,586.44,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
309,Os176_1015_XL,Os176_1015,Mix,Kurta,0.3,724,586.44,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
310,Os176_1015_2XL,Os176_1015,Mix,Kurta,0.3,724,586.44,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
311,Os176_1015_3XL,Os176_1015,Mix,Kurta,0.3,724,586.44,2918,3095,3095,3095,3095,3095,3095,3095,3095,3095
312,Os196_1371_S,Os196_1371,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
313,Os196_1371_M,Os196_1371,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
314,Os196_1371_L,Os196_1371,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
315,Os196_1371_XL,Os196_1371,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
316,Os196_1371_2XL,Os196_1371,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
317,Os196_1371_3XL,Os196_1371,Mix,Kurta,0.3,538,435.78,2178,2295,2295,2295,2295,2295,2295,2295,2295,2295
318,Os193_1062_S,Os193_1062,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
319,Os193_1062_M,Os193_1062,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
320,Os193_1062_L,Os193_1062,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
321,Os193_1062_XL,Os193_1062,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
322,Os193_1062_2XL,Os193_1062,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
323,Os193_1062_3XL,Os193_1062,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
324,Os205_1054_S,Os205_1054,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
325,Os205_1054_M,Os205_1054,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
326,Os205_1054_L,Os205_1054,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
327,Os205_1054_XL,Os205_1054,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
328,Os205_1054_2XL,Os205_1054,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
329,Os205_1054_3XL,Os205_1054,Mix,Kurta,0.3,570,461.70,2298,2395,2395,2395,2395,2395,2395,2395,2395,2395
330,Os203_1100_S,Os203_1100,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
331,Os203_1100_M,Os203_1100,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
332,Os203_1100_L,Os203_1100,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
333,Os203_1100_XL,Os203_1100,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
334,Os203_1100_2XL,Os203_1100,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
335,Os203_1100_3XL,Os203_1100,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
336,Os204_3091_S,Os204_3091,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
337,Os204_3091_M,Os204_3091,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
338,Os204_3091_L,Os204_3091,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
339,Os204_3091_XL,Os204_3091,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
340,Os204_3091_2XL,Os204_3091,Mix,Kurta,0.3,529,428.49,2138,2395,2395,2395,2395,2395,2395,2395,2395,2395
341,Os204_3091_3XL,Os204_3091,Mix,Kurta,0.3,529,428.49,2210,2395,2395,2395,2395,2295,2295,2395,2395,2395
342,Os160_S,Os160,Mix,Kurta,0.3,424,343.44,2240,1695,1695,1695,1695,1695,1795,1695,1895,1695
343,Os160_M,Os160,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
344,Os160_L,Os160,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
345,Os160_XL,Os160,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
346,Os160_2XL,Os160,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
347,Os160_3XL,Os160,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
348,Os162_S,Os162,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
349,Os162_M,Os162,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
350,Os162_L,Os162,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
351,Os162_XL,Os162,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
352,Os162_2XL,Os162,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
353,Os162_3XL,Os162,Mix,Kurta,0.3,424,343.44,1695,1695,1695,1695,1695,1695,1795,1695,1895,1695
354,Os110_14253_S,Os110_14253,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
355,Os110_14253_M,Os110_14253,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
356,Os110_14253_L,Os110_14253,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
357,Os110_14253_XL,Os110_14253,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
358,Os110_14253_2XL,Os110_14253,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
359,Os110_14253_3XL,Os110_14253,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
360,Os117_3063_S,Os117_3063,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
361,Os117_3063_M,Os117_3063,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
362,Os117_3063_L,Os117_3063,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
363,Os117_3063_XL,Os117_3063,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
364,Os117_3063_2XL,Os117_3063,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
365,Os117_3063_3XL,Os117_3063,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
366,Os122_1736_S,Os122_1736,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
367,Os122_1736_M,Os122_1736,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
368,Os122_1736_L,Os122_1736,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
369,Os122_1736_XL,Os122_1736,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
370,Os122_1736_2XL,Os122_1736,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
371,Os122_1736_3XL,Os122_1736,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
372,Os119_3094_S,Os119_3094,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
373,Os119_3094_M,Os119_3094,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
374,Os119_3094_L,Os119_3094,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
375,Os119_3094_XL,Os119_3094,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
376,Os119_3094_2XL,Os119_3094,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
377,Os119_3094_3XL,Os119_3094,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
378,Os120_14412_S,Os120_14412,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
379,Os120_14412_M,Os120_14412,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
380,Os120_14412_L,Os120_14412,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
381,Os120_14412_XL,Os120_14412,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1995
382,Os120_14412_2XL,Os120_14412,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
383,Os120_14412_3XL,Os120_14412,Mix,Kurta,0.3,471,381.51,1895,1895,1895,1895,1895,1895,1995,1895,1895,1895
384,Os126_14249_S,Os126_14249,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
385,Os126_14249_M,Os126_14249,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
386,Os126_14249_L,Os126_14249,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
387,Os126_14249_XL,Os126_14249,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
388,Os126_14249_2XL,Os126_14249,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
389,Os126_14249_3XL,Os126_14249,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
390,Os132_1866_S,Os132_1866,Mix,Kurta,0.3,286,231.66,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
391,Os132_1866_M,Os132_1866,Mix,Kurta,0.3,286,231.66,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
392,Os132_1866_L,Os132_1866,Mix,Kurta,0.3,286,231.66,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
393,Os132_1866_XL,Os132_1866,Mix,Kurta,0.3,286,231.66,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
394,Os132_1866_2XL,Os132_1866,Mix,Kurta,0.3,286,231.66,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
395,Os132_1866_3XL,Os132_1866,Mix,Kurta,0.3,286,231.66,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195
396,Os116_14254_S,Os116_14254,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
397,Os116_14254_M,Os116_14254,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
398,Os116_14254_L,Os116_14254,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
399,Os116_14254_XL,Os116_14254,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
400,Os116_14254_2XL,Os116_14254,Mix,Kurta,0.3,381,308.61,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
