index,SKU Code,Design No.,Stock,Category,Size,Color
1779,J0197-TP-XS,J0197,29.0,TOP,XS,Blue
1780,J0197-TP-XXL,J0197,4.0,TOP,XXL,Blue
1781,J0197-TP-XXXL,J0197,14.0,TOP,XXXL,Blue
1782,J0198-TP-L,J0198,21.0,TOP,L,Navy Blue
1783,J0198-TP-M,J0198,27.0,TOP,M,Navy Blue
1784,J0198-TP-S,J0198,3.0,TOP,S,Navy Blue
1785,J0198-TP-XL,J0198,49.0,TOP,XL,Navy Blue
1786,J0198-TP-XS,J0198,4.0,TOP,XS,Navy Blue
1787,J0198-TP-XXL,J0198,7.0,TOP,XXL,Navy Blue
1788,J0198-TP-XXXL,J0198,5.0,TOP,XXXL,Navy Blue
1789,J0199-SET-L,J0199,2.0,SET,L,Black
1790,J0199-SET-M,J0199,2.0,SET,M,Black
1791,J0199-SET-S,J0199,2.0,SET,S,Black
1792,J0199-SET-XL,J0199,2.0,SET,XL,Black
1793,J0199-SET-XS,J0199,4.0,SET,XS,Black
1794,J0199-SET-XXL,J0199,4.0,SET,XXL,Black
1795,J0199-SET-XXXL,J0199,4.0,SET,XXXL,Black
1796,J0201-TP-L,J0201,4.0,TOP,L,Teal
1797,J0201-TP-M,J0201,4.0,TOP,M,Teal
1798,J0201-TP-S,J0201,3.0,TOP,S,Teal
1799,J0201-TP-XL,J0201,3.0,TOP,XL,Teal
1800,J0201-TP-XS,J0201,4.0,TOP,XS,Teal
1801,J0201-TP-XXL,J0201,3.0,TOP,XXL,Teal
1802,J0201-TP-XXXL,J0201,6.0,TOP,XXXL,Teal
1803,J0202-TP-L,J0202,3.0,TOP,L,Blue
1804,J0202-TP-M,J0202,2.0,TOP,M,Blue
1805,J0202-TP-S,J0202,5.0,TOP,S,Blue
1806,J0202-TP-XL,J0202,2.0,TOP,XL,Blue
1807,J0202-TP-XS,J0202,17.0,TOP,XS,Blue
1808,J0202-TP-XXL,J0202,7.0,TOP,XXL,Blue
1809,J0202-TP-XXXL,J0202,4.0,TOP,XXXL,Blue
1810,J0203-TP-L,J0203,2.0,TOP,L,Green
1811,J0203-TP-M,J0203,0.0,TOP,M,Green
1812,J0203-TP-S,J0203,4.0,TOP,S,Green
1813,J0203-TP-XL,J0203,2.0,TOP,XL,Green
1814,J0203-TP-XS,J0203,2.0,TOP,XS,Green
1815,J0203-TP-XXL,J0203,2.0,TOP,XXL,Green
1816,J0203-TP-XXXL,J0203,3.0,TOP,XXXL,Green
1817,J0204-TP-L,J0204,1.0,TUNIC,L,Mustard
1818,J0204-TP-M,J0204,1.0,TUNIC,M,Mustard
1819,J0204-TP-S,J0204,3.0,TUNIC,S,Mustard
1820,J0204-TP-XL,J0204,2.0,TUNIC,XL,Mustard
1821,J0204-TP-XS,J0204,5.0,TUNIC,XS,Mustard
1822,J0204-TP-XXL,J0204,4.0,TUNIC,XXL,Mustard
1823,J0204-TP-XXXL,J0204,7.0,TUNIC,XXXL,Mustard
1824,J0205-TP-L,J0205,2.0,TOP,L,Peach
1825,J0205-TP-M,J0205,2.0,TOP,M,Peach
1826,J0205-TP-S,J0205,5.0,TOP,S,Peach
1827,J0205-TP-XL,J0205,4.0,TOP,XL,Peach
1828,J0205-TP-XS,J0205,7.0,TOP,XS,Peach
1829,J0205-TP-XXL,J0205,6.0,TOP,XXL,Peach
1830,J0205-TP-XXXL,J0205,3.0,TOP,XXXL,Peach
1831,J0207-DR-L,J0207,14.0,DRESS,L,Olive
1832,J0207-DR-M,J0207,20.0,DRESS,M,Olive
1833,J0207-DR-S,J0207,33.0,DRESS,S,Olive
1834,J0207-DR-XL,J0207,35.0,DRESS,XL,Olive
1835,J0207-DR-XS,J0207,13.0,DRESS,XS,Olive
1836,J0207-DR-XXL,J0207,1.0,DRESS,XXL,Olive
1837,J0207-DR-XXXL,J0207,10.0,DRESS,XXXL,Olive
1838,J0208-DR-L,J0208,2.0,DRESS,L,Peach
1839,J0208-DR-M,J0208,5.0,DRESS,M,Peach
1840,J0208-DR-S,J0208,9.0,DRESS,S,Peach
1841,J0208-DR-XL,J0208,2.0,DRESS,XL,Peach
1842,J0208-DR-XS,J0208,35.0,DRESS,XS,Peach
1843,J0208-DR-XXL,J0208,3.0,DRESS,XXL,Peach
1844,J0208-DR-XXXL,J0208,9.0,DRESS,XXXL,Peach
1845,J0209-DR-L,J0209,26.0,DRESS,L,Blue
1846,J0209-DR-M,J0209,43.0,DRESS,M,Blue
1847,J0209-DR-S,J0209,49.0,DRESS,S,Blue
1848,J0209-DR-XL,J0209,12.0,DRESS,XL,Blue
1849,J0209-DR-XS,J0209,25.0,DRESS,XS,Blue
1850,J0209-DR-XXL,J0209,19.0,DRESS,XXL,Blue
1851,J0209-DR-XXXL,J0209,32.0,DRESS,XXXL,Blue
1852,J0210-DR-L,J0210,3.0,DRESS,L,Navy Blue
1853,J0210-DR-M,J0210,2.0,DRESS,M,Navy Blue
1854,J0210-DR-S,J0210,3.0,DRESS,S,Navy Blue
1855,J0210-DR-XL,J0210,5.0,DRESS,XL,Navy Blue
1856,J0210-DR-XS,J0210,6.0,DRESS,XS,Navy Blue
1857,J0210-DR-XXL,J0210,7.0,DRESS,XXL,Navy Blue
1858,J0210-DR-XXXL,J0210,4.0,DRESS,XXXL,Navy Blue
1859,J0211-DR-L,J0211,11.0,DRESS,L,Maroon
1860,J0211-DR-M,J0211,14.0,DRESS,M,Maroon
1861,J0211-DR-S,J0211,6.0,DRESS,S,Maroon
1862,J0211-DR-XL,J0211,17.0,DRESS,XL,Maroon
1863,J0211-DR-XS,J0211,8.0,DRESS,XS,Maroon
1864,J0211-DR-XXL,J0211,24.0,DRESS,XXL,Maroon
1865,J0211-DR-XXXL,J0211,3.0,DRESS,XXXL,Maroon
1866,J0212-DR-L,J0212,9.0,DRESS,L,Green
1867,J0212-DR-M,J0212,22.0,DRESS,M,Green
1868,J0212-DR-S,J0212,33.0,DRESS,S,Green
1869,J0212-DR-XL,J0212,5.0,DRESS,XL,Green
1870,J0212-DR-XS,J0212,34.0,DRESS,XS,Green
1871,J0212-DR-XXL,J0212,6.0,DRESS,XXL,Green
1872,J0212-DR-XXXL,J0212,3.0,DRESS,XXXL,Green
1873,J0213-TP-L,J0213,3.0,TOP,L,Mustard
1874,J0213-TP-M,J0213,3.0,TOP,M,Mustard
1875,J0213-TP-S,J0213,20.0,TOP,S,Mustard
1876,J0213-TP-XL,J0213,2.0,TOP,XL,Mustard
1877,J0213-TP-XS,J0213,32.0,TOP,XS,Mustard
1878,J0213-TP-XXL,J0213,9.0,TOP,XXL,Mustard
1879,J0213-TP-XXXL,J0213,7.0,TOP,XXXL,Mustard
1880,J0214-TP-L,J0214,8.0,TOP,L,BURGUNDY
1881,J0214-TP-M,J0214,4.0,TOP,M,BURGUNDY
1882,J0214-TP-S,J0214,3.0,TOP,S,BURGUNDY
1883,J0214-TP-XL,J0214,4.0,TOP,XL,BURGUNDY
1884,J0214-TP-XS,J0214,13.0,TOP,XS,BURGUNDY
1885,J0214-TP-XXL,J0214,3.0,TOP,XXL,BURGUNDY
1886,J0214-TP-XXXL,J0214,10.0,TOP,XXXL,BURGUNDY
1887,J0215-BL-L,J0215,15.0,BLOUSE,L,Blue
1888,J0215-BL-M,J0215,22.0,BLOUSE,M,Blue
1889,J0215-BL-S,J0215,40.0,BLOUSE,S,Blue
1890,J0215-BL-XL,J0215,28.0,BLOUSE,XL,Blue
1891,J0215-BL-XS,J0215,1.0,BLOUSE,XS,Blue
1892,J0215-BL-XXL,J0215,22.0,BLOUSE,XXL,Blue
1893,J0216-BL-L,J0216,31.0,BLOUSE,L,Green
1894,J0216-BL-M,J0216,20.0,BLOUSE,M,Green
1895,J0216-BL-S,J0216,8.0,BLOUSE,S,Green
1896,J0216-BL-XL,J0216,23.0,BLOUSE,XL,Green
1897,J0216-BL-XXL,J0216,17.0,BLOUSE,XXL,Green
1898,J0217-BL-L,J0217,16.0,BLOUSE,L,Purple
1899,J0217-BL-M,J0217,24.0,BLOUSE,M,Purple
1900,J0217-BL-S,J0217,18.0,BLOUSE,S,Purple
1901,J0217-BL-XL,J0217,20.0,BLOUSE,XL,Purple
1902,J0217-BL-XXL,J0217,12.0,BLOUSE,XXL,Purple
1903,J0219-BL-L,J0219,64.0,BLOUSE,L,Pink
1904,J0219-BL-M,J0219,72.0,BLOUSE,M,Pink
1905,J0219-BL-S,J0219,66.0,BLOUSE,S,Pink
1906,J0219-BL-XL,J0219,82.0,BLOUSE,XL,Pink
1907,J0219-BL-XXL,J0219,54.0,BLOUSE,XXL,Pink
1908,J0220-BL-L,J0220,19.0,BLOUSE,L,Maroon
1909,J0220-BL-M,J0220,27.0,BLOUSE,M,Maroon
1910,J0220-BL-S,J0220,18.0,BLOUSE,S,Maroon
1911,J0220-BL-XL,J0220,28.0,BLOUSE,XL,Maroon
1912,J0220-BL-XXL,J0220,16.0,BLOUSE,XXL,Maroon
1913,J0223-SKD-L,J0223,23.0,SET,L,Purple
1914,J0223-SKD-M,J0223,30.0,SET,M,Purple
1915,J0223-SKD-S,J0223,28.0,SET,S,Purple
1916,J0223-SKD-XL,J0223,25.0,SET,XL,Purple
1917,J0223-SKD-XS,J0223,16.0,SET,XS,Purple
1918,J0223-SKD-XXL,J0223,30.0,SET,XXL,Purple
1919,J0223-SKD-XXXL,J0223,9.0,SET,XXXL,Purple
1920,J0224-SKD-L,J0224,54.0,SET,L,Pink
1921,J0224-SKD-M,J0224,46.0,SET,M,Pink
1922,J0224-SKD-S,J0224,62.0,SET,S,Pink
1923,J0224-SKD-XL,J0224,51.0,SET,XL,Pink
1924,J0224-SKD-XS,J0224,45.0,SET,XS,Pink
1925,J0224-SKD-XXL,J0224,42.0,SET,XXL,Pink
1926,J0224-SKD-XXXL,J0224,41.0,SET,XXXL,Pink
1927,J0225-SKD-L,J0225,30.0,SET,L,Blue
1928,J0225-SKD-M,J0225,25.0,SET,M,Blue
1929,J0225-SKD-S,J0225,49.0,SET,S,Blue
1930,J0225-SKD-XL,J0225,31.0,SET,XL,Blue
1931,J0225-SKD-XS,J0225,48.0,SET,XS,Blue
1932,J0225-SKD-XXL,J0225,36.0,SET,XXL,Blue
1933,J0225-SKD-XXXL,J0225,22.0,SET,XXXL,Blue
1934,J0226-SKD-L,J0226,32.0,SET,L,Green
1935,J0226-SKD-M,J0226,147.0,SET,M,Green
1936,J0226-SKD-S,J0226,61.0,SET,S,Green
1937,J0226-SKD-XL,J0226,79.0,SET,XL,Green
1938,J0226-SKD-XS,J0226,39.0,SET,XS,Green
1939,J0226-SKD-XXL,J0226,34.0,SET,XXL,Green
1940,J0226-SKD-XXXL,J0226,39.0,SET,XXXL,Green
1941,J0228-SKD-L,J0228,3.0,SET,L,Navy Blue
1942,J0228-SKD-M,J0228,38.0,SET,M,Navy Blue
1943,J0228-SKD-S,J0228,34.0,SET,S,Navy Blue
1944,J0228-SKD-XL,J0228,41.0,SET,XL,Navy Blue
1945,J0228-SKD-XS,J0228,32.0,SET,XS,Navy Blue
1946,J0228-SKD-XXL,J0228,35.0,SET,XXL,Navy Blue
1947,J0228-SKD-XXXL,J0228,49.0,SET,XXXL,Navy Blue
1948,J0229-SKD-L,J0229,50.0,SET,L,Maroon
1949,J0229-SKD-M,J0229,63.0,SET,M,Maroon
1950,J0229-SKD-S,J0229,67.0,SET,S,Maroon
1951,J0229-SKD-XL,J0229,67.0,SET,XL,Maroon
1952,J0229-SKD-XS,J0229,60.0,SET,XS,Maroon
1953,J0229-SKD-XXL,J0229,68.0,SET,XXL,Maroon
1954,J0229-SKD-XXXL,J0229,53.0,SET,XXXL,Maroon
1955,J0230-SKD-L,J0230,51.0,KURTA SET,L,Blue
1956,J0230-SKD-M,J0230,152.0,KURTA SET,M,Blue
1957,J0230-SKD-S,J0230,84.0,KURTA SET,S,Blue
1958,J0230-SKD-XL,J0230,31.0,KURTA SET,XL,Blue
1959,J0230-SKD-XS,J0230,148.0,KURTA SET,XS,Blue
1960,J0230-SKD-XXL,J0230,24.0,KURTA SET,XXL,Blue
1961,J0230-SKD-XXXL,J0230,26.0,KURTA SET,XXXL,Blue
1962,J0231-SKD-L,J0231,16.0,KURTA SET,L,Green
1963,J0231-SKD-M,J0231,34.0,KURTA SET,M,Green
1964,J0231-SKD-S,J0231,30.0,KURTA SET,S,Green
1965,J0231-SKD-XL,J0231,18.0,KURTA SET,XL,Green
1966,J0231-SKD-XS,J0231,30.0,KURTA SET,XS,Green
1967,J0231-SKD-XXL,J0231,24.0,KURTA SET,XXL,Green
1968,J0231-SKD-XXXL,J0231,13.0,KURTA SET,XXXL,Green
1969,J0232-SKD-L,J0232,21.0,KURTA SET,L,Multicolor
1970,J0232-SKD-M,J0232,31.0,KURTA SET,M,Multicolor
1971,J0232-SKD-S,J0232,8.0,KURTA SET,S,Multicolor
1972,J0232-SKD-XL,J0232,12.0,KURTA SET,XL,Multicolor
1973,J0232-SKD-XS,J0232,33.0,KURTA SET,XS,Multicolor
1974,J0232-SKD-XXL,J0232,10.0,KURTA SET,XXL,Multicolor
1975,J0232-SKD-XXXL,J0232,41.0,KURTA SET,XXXL,Multicolor
1976,J0233-SKD-L,J0233,48.0,KURTA SET,L,Maroon
1977,J0233-SKD-M,J0233,31.0,KURTA SET,M,Maroon
1978,J0233-SKD-S,J0233,111.0,KURTA SET,S,Maroon
1979,J0233-SKD-XL,J0233,48.0,KURTA SET,XL,Maroon
1980,J0233-SKD-XS,J0233,88.0,KURTA SET,XS,Maroon
1981,J0233-SKD-XXL,J0233,75.0,KURTA SET,XXL,Maroon
1982,J0233-SKD-XXXL,J0233,36.0,KURTA SET,XXXL,Maroon
1983,J0234-SKD-L,J0234,6.0,KURTA SET,L,Mustard
1984,J0234-SKD-M,J0234,5.0,KURTA SET,M,Mustard
1985,J0234-SKD-S,J0234,6.0,KURTA SET,S,Mustard
1986,J0234-SKD-XL,J0234,8.0,KURTA SET,XL,Mustard
1987,J0234-SKD-XS,J0234,52.0,KURTA SET,XS,Mustard
1988,J0234-SKD-XXL,J0234,6.0,KURTA SET,XXL,Mustard
1989,J0234-SKD-XXXL,J0234,7.0,KURTA SET,XXXL,Mustard
1990,J0235-SKD-L,J0235,20.0,KURTA SET,L,Rust
1991,J0235-SKD-M,J0235,37.0,KURTA SET,M,Rust
1992,J0235-SKD-S,J0235,26.0,KURTA SET,S,Rust
1993,J0235-SKD-XL,J0235,44.0,KURTA SET,XL,Rust
1994,J0235-SKD-XS,J0235,52.0,KURTA SET,XS,Rust
1995,J0235-SKD-XXL,J0235,49.0,KURTA SET,XXL,Rust
1996,J0235-SKD-XXXL,J0235,47.0,KURTA SET,XXXL,Rust
1997,J0236-SKD-L,J0236,5.0,KURTA SET,L,Pink
1998,J0236-SKD-M,J0236,3.0,KURTA SET,M,Pink
1999,J0236-SKD-S,J0236,7.0,KURTA SET,S,Pink
2000,J0236-SKD-XL,J0236,3.0,KURTA SET,XL,Pink
2001,J0236-SKD-XS,J0236,4.0,KURTA SET,XS,Pink
2002,J0236-SKD-XXL,J0236,6.0,KURTA SET,XXL,Pink
2003,J0236-SKD-XXXL,J0236,4.0,KURTA SET,XXXL,Pink
2004,J0237-SKD-L,J0237,6.0,KURTA SET,L,Orange
2005,J0237-SKD-M,J0237,2.0,KURTA SET,M,Orange
2006,J0237-SKD-S,J0237,6.0,KURTA SET,S,Orange
2007,J0237-SKD-XL,J0237,4.0,KURTA SET,XL,Orange
2008,J0237-SKD-XS,J0237,22.0,KURTA SET,XS,Orange
2009,J0237-SKD-XXL,J0237,4.0,KURTA SET,XXL,Orange
2010,J0237-SKD-XXXL,J0237,8.0,KURTA SET,XXXL,Orange
2011,J0238-LCD-L,J0238,5.0,LEHENGA CHOLI,L,White
2012,J0238-LCD-M,J0238,0.0,LEHENGA CHOLI,M,White
2013,J0238-LCD-S,J0238,3.0,LEHENGA CHOLI,S,White
2014,J0238-LCD-XL,J0238,7.0,LEHENGA CHOLI,XL,White
2015,J0238-LCD-XS,J0238,1.0,LEHENGA CHOLI,XS,White
2016,J0238-LCD-XXL,J0238,17.0,LEHENGA CHOLI,XXL,White
2017,J0238-LCD-XXXL,J0238,8.0,LEHENGA CHOLI,XXXL,White
2018,J0239-SKD-L,J0239,7.0,KURTA SET,L,OFF WHITE
2019,J0239-SKD-M,J0239,14.0,KURTA SET,M,OFF WHITE
2020,J0239-SKD-S,J0239,23.0,KURTA SET,S,OFF WHITE
2021,J0239-SKD-XL,J0239,5.0,KURTA SET,XL,OFF WHITE
2022,J0239-SKD-XS,J0239,6.0,KURTA SET,XS,OFF WHITE
2023,J0239-SKD-XXL,J0239,8.0,KURTA SET,XXL,OFF WHITE
2024,J0239-SKD-XXXL,J0239,3.0,KURTA SET,XXXL,OFF WHITE
2025,J0240-SKD-L,J0240,6.0,KURTA SET,L,OFF WHITE
2026,J0240-SKD-M,J0240,6.0,KURTA SET,M,OFF WHITE
2027,J0240-SKD-S,J0240,7.0,KURTA SET,S,OFF WHITE
2028,J0240-SKD-XL,J0240,4.0,KURTA SET,XL,OFF WHITE
2029,J0240-SKD-XS,J0240,41.0,KURTA SET,XS,OFF WHITE
2030,J0240-SKD-XXL,J0240,0.0,KURTA SET,XXL,OFF WHITE
2031,J0240-SKD-XXXL,J0240,10.0,KURTA SET,XXXL,OFF WHITE
2032,J0241-SKD-L,J0241,21.0,KURTA SET,L,OFF WHITE
2033,J0241-SKD-M,J0241,21.0,KURTA SET,M,OFF WHITE
2034,J0241-SKD-S,J0241,30.0,KURTA SET,S,OFF WHITE
2035,J0241-SKD-XL,J0241,24.0,KURTA SET,XL,OFF WHITE
2036,J0241-SKD-XS,J0241,50.0,KURTA SET,XS,OFF WHITE
2037,J0241-SKD-XXL,J0241,30.0,KURTA SET,XXL,OFF WHITE
2038,J0241-SKD-XXXL,J0241,51.0,KURTA SET,XXXL,OFF WHITE
2039,J0242-SKD-L,J0242,3.0,KURTA SET,L,OFF WHITE
2040,J0242-SKD-M,J0242,3.0,KURTA SET,M,OFF WHITE
2041,J0242-SKD-S,J0242,26.0,KURTA SET,S,OFF WHITE
2042,J0242-SKD-XL,J0242,0.0,KURTA SET,XL,OFF WHITE
2043,J0242-SKD-XS,J0242,33.0,KURTA SET,XS,OFF WHITE
2044,J0242-SKD-XXL,J0242,7.0,KURTA SET,XXL,OFF WHITE
2045,J0242-SKD-XXXL,J0242,24.0,KURTA SET,XXXL,OFF WHITE
2046,J0243-DR-L,J0243,2.0,DRESS,L,OFF WHITE
2047,J0243-DR-M,J0243,5.0,DRESS,M,OFF WHITE
2048,J0243-DR-S,J0243,3.0,DRESS,S,OFF WHITE
2049,J0243-DR-XL,J0243,4.0,DRESS,XL,OFF WHITE
2050,J0243-DR-XS,J0243,31.0,DRESS,XS,OFF WHITE
2051,J0243-DR-XXL,J0243,8.0,DRESS,XXL,OFF WHITE
2052,J0243-DR-XXXL,J0243,7.0,DRESS,XXXL,OFF WHITE
2053,J0244-SKD-L,J0244,4.0,KURTA SET,L,OFF WHITE
2054,J0244-SKD-M,J0244,4.0,KURTA SET,M,OFF WHITE
2055,J0244-SKD-S,J0244,7.0,KURTA SET,S,OFF WHITE
2056,J0244-SKD-XL,J0244,5.0,KURTA SET,XL,OFF WHITE
2057,J0244-SKD-XS,J0244,22.0,KURTA SET,XS,OFF WHITE
2058,J0244-SKD-XXL,J0244,22.0,KURTA SET,XXL,OFF WHITE
2059,J0244-SKD-XXXL,J0244,6.0,KURTA SET,XXXL,OFF WHITE
2060,J0245-SKD-L,J0245,16.0,KURTA SET,L,OFF WHITE
2061,J0245-SKD-M,J0245,14.0,KURTA SET,M,OFF WHITE
2062,J0245-SKD-S,J0245,27.0,KURTA SET,S,OFF WHITE
2063,J0245-SKD-XL,J0245,10.0,KURTA SET,XL,OFF WHITE
2064,J0245-SKD-XS,J0245,22.0,KURTA SET,XS,OFF WHITE
2065,J0245-SKD-XXL,J0245,11.0,KURTA SET,XXL,OFF WHITE
2066,J0245-SKD-XXXL,J0245,10.0,KURTA SET,XXXL,OFF WHITE
2067,J0246-SKD-L,J0246,40.0,KURTA SET,L,OFF WHITE
2068,J0246-SKD-M,J0246,31.0,KURTA SET,M,OFF WHITE
2069,J0246-SKD-S,J0246,34.0,KURTA SET,S,OFF WHITE
2070,J0246-SKD-XL,J0246,42.0,KURTA SET,XL,OFF WHITE
2071,J0246-SKD-XS,J0246,42.0,KURTA SET,XS,OFF WHITE
2072,J0246-SKD-XXL,J0246,36.0,KURTA SET,XXL,OFF WHITE
2073,J0246-SKD-XXXL,J0246,47.0,KURTA SET,XXXL,OFF WHITE
2074,J0247-SKD-L,J0247,28.0,KURTA SET,L,Teal
2075,J0247-SKD-M,J0247,16.0,KURTA SET,M,Teal
2076,J0247-SKD-S,J0247,29.0,KURTA SET,S,Teal
2077,J0247-SKD-XL,J0247,43.0,KURTA SET,XL,Teal
2078,J0247-SKD-XS,J0247,24.0,KURTA SET,XS,Teal
2079,J0247-SKD-XXL,J0247,37.0,KURTA SET,XXL,Teal
2080,J0247-SKD-XXXL,J0247,38.0,KURTA SET,XXXL,Teal
2081,J0248-KR-DPT-L,J0248,0.0,KURTA SET,L,Orange
2082,J0248-KR-DPT-M,J0248,7.0,KURTA SET,M,Orange
2083,J0248-KR-DPT-S,J0248,6.0,KURTA SET,S,Orange
2084,J0248-KR-DPT-XL,J0248,4.0,KURTA SET,XL,Orange
2085,J0248-KR-DPT-XS,J0248,15.0,KURTA SET,XS,Orange
2086,J0248-KR-DPT-XXL,J0248,6.0,KURTA SET,XXL,Orange
2087,J0248-KR-DPT-XXXL,J0248,8.0,KURTA SET,XXXL,Orange
2088,J0249-SKD-L,J0249,26.0,KURTA SET,L,Blue
2089,J0249-SKD-M,J0249,34.0,KURTA SET,M,Blue
2090,J0249-SKD-S,J0249,46.0,KURTA SET,S,Blue
2091,J0249-SKD-XL,J0249,43.0,KURTA SET,XL,Blue
2092,J0249-SKD-XS,J0249,47.0,KURTA SET,XS,Blue
2093,J0249-SKD-XXL,J0249,32.0,KURTA SET,XXL,Blue
2094,J0249-SKD-XXXL,J0249,29.0,KURTA SET,XXXL,Blue
2095,J0250-SKD-L,J0250,9.0,KURTA SET,L,Olive
2096,J0250-SKD-M,J0250,8.0,KURTA SET,M,Olive
2097,J0250-SKD-S,J0250,17.0,KURTA SET,S,Olive
2098,J0250-SKD-XL,J0250,10.0,KURTA SET,XL,Olive
2099,J0250-SKD-XS,J0250,52.0,KURTA SET,XS,Olive
2100,J0250-SKD-XXL,J0250,4.0,KURTA SET,XXL,Olive
2101,J0250-SKD-XXXL,J0250,28.0,KURTA SET,XXXL,Olive
2102,J0251-SKD-L,J0251,7.0,KURTA SET,L,Mustard
2103,J0251-SKD-M,J0251,4.0,KURTA SET,M,Mustard
2104,J0251-SKD-S,J0251,23.0,KURTA SET,S,Mustard
2105,J0251-SKD-XL,J0251,7.0,KURTA SET,XL,Mustard
2106,J0251-SKD-XS,J0251,42.0,KURTA SET,XS,Mustard
2107,J0251-SKD-XXL,J0251,23.0,KURTA SET,XXL,Mustard
2108,J0251-SKD-XXXL,J0251,35.0,KURTA SET,XXXL,Mustard
2109,J0252-SKD-L,J0252,1.0,KURTA SET,L,Orange
2110,J0252-SKD-M,J0252,2.0,KURTA SET,M,Orange
2111,J0252-SKD-S,J0252,2.0,KURTA SET,S,Orange
2112,J0252-SKD-XL,J0252,2.0,KURTA SET,XL,Orange
2113,J0252-SKD-XS,J0252,9.0,KURTA SET,XS,Orange
2114,J0252-SKD-XXL,J0252,6.0,KURTA SET,XXL,Orange
2115,J0252-SKD-XXXL,J0252,6.0,KURTA SET,XXXL,Orange
2116,J0254-SKD-L,J0254,5.0,KURTA SET,L,Wine
2117,J0254-SKD-M,J0254,6.0,KURTA SET,M,Wine
2118,J0254-SKD-S,J0254,15.0,KURTA SET,S,Wine
2119,J0254-SKD-XL,J0254,10.0,KURTA SET,XL,Wine
2120,J0254-SKD-XS,J0254,21.0,KURTA SET,XS,Wine
2121,J0254-SKD-XXL,J0254,20.0,KURTA SET,XXL,Wine
2122,J0254-SKD-XXXL,J0254,6.0,KURTA SET,XXXL,Wine
2123,J0259-KR-L,J0259,0.0,KURTA,L,Green
2124,J0259-KR-M,J0259,2.0,KURTA,M,Green
2125,J0259-KR-S,J0259,1.0,KURTA,S,Green
2126,J0259-KR-XL,J0259,1.0,KURTA,XL,Green
2127,J0260-KR-L,J0260,1.0,KURTA,L,Green
2128,J0260-KR-M,J0260,1.0,KURTA,M,Green
2129,J0260-KR-S,J0260,1.0,KURTA,S,Green
2130,J0260-KR-XL,J0260,0.0,KURTA,XL,Green
2131,J0260-KR-XXL,J0260,0.0,KURTA,XXL,Green
2132,J0261-KR-L,J0261,1.0,KURTA,L,Black
2133,J0261-KR-M,J0261,1.0,KURTA,M,Black
2134,J0261-KR-S,J0261,0.0,KURTA,S,Black
2135,J0261-KR-XL,J0261,2.0,KURTA,XL,Black
2136,J0261-KR-XXL,J0261,1.0,KURTA,XXL,Black
2137,J0262-KR-L,J0262,2.0,KURTA,L,Grey
2138,J0262-KR-M,J0262,0.0,KURTA,M,Grey
2139,J0262-KR-S,J0262,2.0,KURTA,S,Grey
2140,J0262-KR-XL,J0262,1.0,KURTA,XL,Grey
2141,J0262-KR-XXL,J0262,2.0,KURTA,XXL,Grey
2142,J0263-KR-L,J0263,0.0,KURTA,L,Maroon
2143,J0263-KR-M,J0263,0.0,KURTA,M,Maroon
2144,J0263-KR-S,J0263,4.0,KURTA,S,Maroon
2145,J0263-KR-XL,J0263,2.0,KURTA,XL,Maroon
2146,J0263-KR-XXL,J0263,1.0,KURTA,XXL,Maroon
2147,J0264-KR-L,J0264,0.0,KURTA,L,Pink
2148,J0264-KR-M,J0264,2.0,KURTA,M,Pink
2149,J0264-KR-S,J0264,2.0,KURTA,S,Pink
2150,J0264-KR-XL,J0264,1.0,KURTA,XL,Pink
2151,J0264-KR-XXL,J0264,0.0,KURTA,XXL,Pink
2152,J0265-KR-L,J0265,1.0,KURTA,L,Blue
2153,J0265-KR-M,J0265,2.0,KURTA,M,Blue
2154,J0265-KR-S,J0265,1.0,KURTA,S,Blue
2155,J0265-KR-XL,J0265,3.0,KURTA,XL,Blue
2156,J0265-KR-XXL,J0265,0.0,KURTA,XXL,Blue
2157,J0277-SKD-L,J0277,6.0,KURTA SET,L,Gold
2158,J0277-SKD-M,J0277,31.0,KURTA SET,M,Gold
2159,J0277-SKD-S,J0277,78.0,KURTA SET,S,Gold
2160,J0277-SKD-XL,J0277,9.0,KURTA SET,XL,Gold
2161,J0277-SKD-XS,J0277,72.0,KURTA SET,XS,Gold
2162,J0277-SKD-XXL,J0277,57.0,KURTA SET,XXL,Gold
2163,J0277-SKD-XXXL,J0277,52.0,KURTA SET,XXXL,Gold
2164,J0278-SET-L,J0278,1.0,KURTA SET,L,Peach
2165,J0278-SET-M,J0278,1.0,KURTA SET,M,Peach
2166,J0278-SET-S,J0278,9.0,KURTA SET,S,Peach
2167,J0278-SET-XL,J0278,1.0,KURTA SET,XL,Peach
2168,J0278-SET-XS,J0278,26.0,KURTA SET,XS,Peach
2169,J0278-SET-XXL,J0278,5.0,KURTA SET,XXL,Peach
2170,J0278-SET-XXXL,J0278,9.0,KURTA SET,XXXL,Peach
2171,J0279-SET-L,J0279,8.0,KURTA SET,L,Light Green
2172,J0279-SET-M,J0279,15.0,KURTA SET,M,Light Green
2173,J0279-SET-S,J0279,42.0,KURTA SET,S,Light Green
2174,J0279-SET-XL,J0279,13.0,KURTA SET,XL,Light Green
2175,J0279-SET-XS,J0279,29.0,KURTA SET,XS,Light Green
2176,J0279-SET-XXL,J0279,32.0,KURTA SET,XXL,Light Green
