id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
4847,Stacks,STX,stacks,175,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.0,1453411760.223293,1818000000.0,False,,28,1048765672.087772,2582502711.416485,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 2.462421091906556, 'volume_24h': 173474879.1364772, 'volume_change_24h': 12.4523, 'percent_change_1h': -0.99638816, 'percent_change_24h': 1.21497111, 'percent_change_7d': -10.85793627, 'percent_change_30d': -15.29492442, 'percent_change_60d': -9.33284939, 'percent_change_90d': 68.14291832, 'market_cap': 3578911773.598871, 'market_cap_dominance': 0.1544, 'fully_diluted_market_cap': 4476681545.09, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
2280,Filecoin,FIL,filecoin,474,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities', 'depin']",,539934406.0,1960581462.0,False,,29,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 6.127420071065059, 'volume_24h': 284765087.49869967, 'volume_change_24h': 31.5183, 'percent_change_1h': -1.25024264, 'percent_change_24h': 1.5811859, 'percent_change_7d': -21.33866787, 'percent_change_30d': -21.60944648, 'percent_change_60d': -13.18424931, 'percent_change_90d': 12.83419555, 'market_cap': 3308404916.3829904, 'market_cap_dominance': 0.1426, 'fully_diluted_market_cap': 12013306201.22, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
3635,Cronos,CRO,cronos,235,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem', 'layer-1']",30263013692.0,26571560696.0,30000000000.0,False,,30,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.1236633322503302, 'volume_24h': 22408499.21810894, 'volume_change_24h': 28.1344, 'percent_change_1h': -0.16282913, 'percent_change_24h': 1.0623803, 'percent_change_7d': -16.19307881, 'percent_change_30d': 0.80554024, 'percent_change_60d': 35.41804671, 'percent_change_90d': 48.63478764, 'market_cap': 3285927738.759263, 'market_cap_dominance': 0.1417, 'fully_diluted_market_cap': 3742425117.09, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
3897,OKB,OKB,okb,121,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",,60000000.0,300000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",31,246638974.0,13467813673.450104,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 54.60537503472628, 'volume_24h': 11957033.16563374, 'volume_change_24h': 5.0327, 'percent_change_1h': -0.66284361, 'percent_change_24h': -2.57372304, 'percent_change_7d': -2.10786821, 'percent_change_30d': -2.69919941, 'percent_change_60d': 2.74055816, 'percent_change_90d': 2.04132239, 'market_cap': 3276322502.0835767, 'market_cap_dominance': 0.1412, 'fully_diluted_market_cap': 16381612510.42, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
512,Stellar,XLM,stellar,588,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,28894125547.741093,50001786995.39353,False,,32,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.11149241679433246, 'volume_24h': 105208196.66915812, 'volume_change_24h': 19.4698, 'percent_change_1h': -0.77021875, 'percent_change_24h': 1.47514354, 'percent_change_7d': -10.86646794, 'percent_change_30d': -7.81183076, 'percent_change_60d': -4.91977823, 'percent_change_90d': -2.523693, 'market_cap': 3221475888.4765196, 'market_cap_dominance': 0.1388, 'fully_diluted_market_cap': 5574822285.55, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
3794,Cosmos,ATOM,cosmos,751,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,390930671.0,390930671.0,True,,33,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 8.242766739558302, 'volume_24h': 200459590.55274487, 'volume_change_24h': 18.172, 'percent_change_1h': -0.79982591, 'percent_change_24h': -0.59597593, 'percent_change_7d': -20.87028965, 'percent_change_30d': -23.80014066, 'percent_change_60d': -22.69462951, 'percent_change_90d': -14.4160507, 'market_cap': 3222350332.3920093, 'market_cap_dominance': 0.1389, 'fully_diluted_market_cap': 3222350332.39, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
5690,Render,RNDR,render,371,2020-06-11T00:00:00.000Z,"['art', 'media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'scaling', 'video', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem', 'web3', 'generative-ai', 'depin']",536870912.0,384361224.2928149,532065943.5728149,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24'}",34,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 8.03043210270479, 'volume_24h': 260455000.21638626, 'volume_change_24h': 21.4225, 'percent_change_1h': -2.06103294, 'percent_change_24h': 0.02976764, 'percent_change_7d': -5.95065886, 'percent_change_30d': -26.45777456, 'percent_change_60d': 32.52484436, 'percent_change_90d': 102.0457097, 'market_cap': 3086586714.595937, 'market_cap_dominance': 0.1331, 'fully_diluted_market_cap': 4311305406.73, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
22974,Bittensor,TAO,bittensor,57,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'depin']",21000000.0,6620065.0,6620065.0,False,,35,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 459.3681082779842, 'volume_24h': 42403837.52679455, 'volume_change_24h': -23.3399, 'percent_change_1h': -2.24576658, 'percent_change_24h': -2.40808284, 'percent_change_7d': -22.33194544, 'percent_change_30d': -24.96773014, 'percent_change_60d': -27.17436031, 'percent_change_90d': 82.75376076, 'market_cap': 3041046735.7272935, 'market_cap_dominance': 0.1311, 'fully_diluted_market_cap': 9646730273.84, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
28752,dogwifhat,WIF,dogwifhat,298,2023-12-19T09:08:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",,998906169.844076,998906169.844076,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm'}",36,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 2.9870151400437273, 'volume_24h': 756494078.6512457, 'volume_change_24h': 50.1167, 'percent_change_1h': -1.44844111, 'percent_change_24h': 13.14516497, 'percent_change_7d': -2.32704262, 'percent_change_30d': 45.67254001, 'percent_change_60d': 644.30246511, 'percent_change_90d': 786.79575714, 'market_cap': 2983747852.807346, 'market_cap_dominance': 0.1286, 'fully_diluted_market_cap': 2983747852.81, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
11841,Arbitrum,ARB,arbitrum,873,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,2653939384.0,10000000000.0,False,"{'id': 11841, 'name': 'Arbitrum', 'symbol': 'ARB', 'slug': 'arbitrum', 'token_address': '0x912CE59144191C1204E64559FE8253a0e49E6548'}",37,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 1.126019083115144, 'volume_24h': 353129772.02196646, 'volume_change_24h': 12.7445, 'percent_change_1h': -1.16377457, 'percent_change_24h': -2.19084752, 'percent_change_7d': -17.58545207, 'percent_change_30d': -28.91433376, 'percent_change_60d': -44.87608538, 'percent_change_90d': -36.29844764, 'market_cap': 2988386391.81485, 'market_cap_dominance': 0.1289, 'fully_diluted_market_cap': 11260190831.15, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
10603,Immutable,IMX,immutable-x,279,2021-06-24T00:00:00.000Z,"['collectibles-nfts', 'zero-knowledge-proofs', 'gaming', 'scaling', 'layer-2', 'rollups', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio']",2000000000.0,1456815249.3898141,2000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf57e7e7c23978c3caec3c3548e3d615c346e79ff'}",38,570354831.0,1168745811.646098,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 2.0491556275537146, 'volume_24h': 71793773.96085943, 'volume_change_24h': 4.1543, 'percent_change_1h': -0.94141176, 'percent_change_24h': 2.50884969, 'percent_change_7d': -14.5576463, 'percent_change_30d': -20.71064303, 'percent_change_60d': -38.01547992, 'percent_change_90d': 7.6641268, 'market_cap': 2985241166.593206, 'market_cap_dominance': 0.1287, 'fully_diluted_market_cap': 4098311255.11, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
4642,Hedera,HBAR,hedera,252,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.0,35741578542.094284,50000000000.0,False,,39,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.08274704471624682, 'volume_24h': 58098046.9514852, 'volume_change_24h': 13.4262, 'percent_change_1h': -1.12785712, 'percent_change_24h': 1.06676911, 'percent_change_7d': -13.02497064, 'percent_change_30d': -18.15067256, 'percent_change_60d': -20.27815712, 'percent_change_90d': 9.39669847, 'market_cap': 2957509997.8519235, 'market_cap_dominance': 0.1275, 'fully_diluted_market_cap': 4137352235.81, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
3077,VeChain,VET,vechain,282,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.0,72714516834.0,85985041177.0,False,,40,72714516834.0,2929337963.862214,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.04028546281273657, 'volume_24h': 106794499.86577085, 'volume_change_24h': 35.4615, 'percent_change_1h': -1.15927904, 'percent_change_24h': 1.35562845, 'percent_change_7d': -13.45263106, 'percent_change_30d': 6.09028933, 'percent_change_60d': -11.10136933, 'percent_change_90d': 42.79212076, 'market_cap': 2929337963.862214, 'market_cap_dominance': 0.1264, 'fully_diluted_market_cap': 3493258611.17, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
1518,Maker,MKR,maker,469,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,924717.25854163,977631.03695089,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",41,,,0.48610579,2024-04-19T16:36:00.000Z,"{'USD': {'price': 2949.639446506869, 'volume_24h': 136084843.14268965, 'volume_change_24h': 13.5281, 'percent_change_1h': -0.91200705, 'percent_change_24h': -6.63912946, 'percent_change_7d': -8.66567474, 'percent_change_30d': 6.06954561, 'percent_change_60d': 34.92129184, 'percent_change_90d': 50.64079021, 'market_cap': 2727582502.660083, 'market_cap_dominance': 0.1177, 'fully_diluted_market_cap': 2966089585.7, 'tvl': 5611088331.34579, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
20396,Kaspa,KAS,kaspa,113,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1']",28700000000.0,23385150731.062523,23385150731.062523,False,,42,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.11369555816058473, 'volume_24h': 56389834.76776651, 'volume_change_24h': 1.1139, 'percent_change_1h': -1.19501876, 'percent_change_24h': -5.37781953, 'percent_change_7d': -18.86496606, 'percent_change_30d': -4.99932185, 'percent_change_60d': -37.40502963, 'percent_change_90d': 10.57120163, 'market_cap': 2658787765.0375595, 'market_cap_dominance': 0.1146, 'fully_diluted_market_cap': 3263062519.21, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
7226,Injective,INJ,injective,363,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",,93400000.0,100000000.0,False,"{'id': 7226, 'name': 'Injective', 'symbol': 'INJ', 'slug': 'injective', 'token_address': 'inj'}",43,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 27.91272491286018, 'volume_24h': 180924468.05382067, 'volume_change_24h': -23.8857, 'percent_change_1h': -1.53162549, 'percent_change_24h': -1.68407798, 'percent_change_7d': -9.72341535, 'percent_change_30d': -18.75640259, 'percent_change_60d': -25.15618059, 'percent_change_90d': -20.65482541, 'market_cap': 2607048506.8611407, 'market_cap_dominance': 0.1125, 'fully_diluted_market_cap': 2791272491.29, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
6719,The Graph,GRT,the-graph,466,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9482394293.129799,10796601819.160425,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc944e90c64b2c07662a292be6244bdf05cda44a7'}",44,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.25776118692289257, 'volume_24h': 115549658.00690755, 'volume_change_24h': 15.2916, 'percent_change_1h': -1.05775232, 'percent_change_24h': 1.29343512, 'percent_change_7d': -11.86105208, 'percent_change_30d': -28.7422559, 'percent_change_60d': 2.67747283, 'percent_change_90d': 59.6790255, 'market_cap': 2444193207.868, 'market_cap_dominance': 0.1054, 'fully_diluted_market_cap': 2782944899.64, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
11840,Optimism,OP,optimism-ethereum,510,2022-05-31T16:19:46.000Z,"['layer-2', 'optimism-ecosystem', 'modular-blockchain']",4294967296.0,1045379867.0,4294967296.0,False,"{'id': 11840, 'name': 'Optimism', 'symbol': 'OP', 'slug': 'optimism-ethereum', 'token_address': '0x4200000000000000000000000000000000000042'}",45,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 2.2415957295170004, 'volume_24h': 245553673.20910305, 'volume_change_24h': 14.8969, 'percent_change_1h': -0.9400495, 'percent_change_24h': -0.05366855, 'percent_change_7d': -22.76284268, 'percent_change_30d': -30.50575877, 'percent_change_60d': -41.75166976, 'percent_change_90d': -29.13785788, 'market_cap': 2343319045.59025, 'market_cap_dominance': 0.1011, 'fully_diluted_market_cap': 9627580349.13, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
328,Monero,XMR,monero,283,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18425705.89310399,18425705.89310399,True,,46,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 119.6348101657339, 'volume_24h': 53058493.10701896, 'volume_change_24h': -6.8944, 'percent_change_1h': 0.17906541, 'percent_change_24h': 2.50450084, 'percent_change_7d': -10.43062497, 'percent_change_30d': -11.79284909, 'percent_change_60d': 2.54690543, 'percent_change_90d': -23.95662149, 'market_cap': 2204355826.69114, 'market_cap_dominance': 0.095, 'fully_diluted_market_cap': 2204355826.69, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
24478,Pepe,PEPE,pepe,361,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6982508145454ce325ddbe47a25d4ec3d2311933'}",47,420690000000000.0,2161631695.479396,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 5.138300638188204e-06, 'volume_24h': 693921642.1930456, 'volume_change_24h': 6.2268, 'percent_change_1h': -1.82210264, 'percent_change_24h': -0.36039713, 'percent_change_7d': -23.47334622, 'percent_change_30d': -25.48003247, 'percent_change_60d': 319.97725984, 'percent_change_90d': 357.30902548, 'market_cap': 2161631181.6493053, 'market_cap_dominance': 0.0932, 'fully_diluted_market_cap': 2161631695.48, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
2416,Theta Network,THETA,theta-network,195,2018-01-17T00:00:00.000Z,"['media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'content-creation', 'defi', 'entertainment', 'sharing-economy', 'smart-contracts', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3', 'layer-1', 'depin']",1000000000.0,1000000000.0,1000000000.0,False,,48,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 2.0598333003770772, 'volume_24h': 51799234.57092204, 'volume_change_24h': 11.2169, 'percent_change_1h': -1.10126639, 'percent_change_24h': -0.93129128, 'percent_change_7d': -25.482035, 'percent_change_30d': -17.19989002, 'percent_change_60d': 64.04996449, 'percent_change_90d': 102.9338035, 'market_cap': 2059833300.3770773, 'market_cap_dominance': 0.0888, 'fully_diluted_market_cap': 2059833300.38, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
22861,Celestia,TIA,celestia,187,2023-10-31T16:51:41.000Z,"['platform', 'modular-blockchain', 'egirl-capital-portfolio', 'data-availability', 'cmc-crypto-awards-2024']",,178522979.804661,1037479452.054661,False,"{'id': 12220, 'name': 'Osmosis', 'symbol': 'OSMO', 'slug': 'osmosis', 'token_address': 'ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877'}",49,141043527.75,1578044225.647786,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 11.1883490920964, 'volume_24h': 246582917.93722898, 'volume_change_24h': 52.4035, 'percent_change_1h': -3.40082249, 'percent_change_24h': 11.5826395, 'percent_change_7d': 6.55469838, 'percent_change_30d': -15.74154592, 'percent_change_60d': -40.31349541, 'percent_change_90d': -34.86411198, 'market_cap': 1997377419.015823, 'market_cap_dominance': 0.0861, 'fully_diluted_market_cap': 11607682285.46, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
3513,Fantom,FTM,fantom,663,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'layer-1']",3175000000.0,2803634835.5265927,3175000000.0,False,,50,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.7000833096381468, 'volume_24h': 212559666.66253474, 'volume_change_24h': 1.9717, 'percent_change_1h': -1.38394439, 'percent_change_24h': 0.81203519, 'percent_change_7d': -19.35808982, 'percent_change_30d': -23.87399603, 'percent_change_60d': 62.1771097, 'percent_change_90d': 90.80804323, 'market_cap': 1962777954.6722584, 'market_cap_dominance': 0.0847, 'fully_diluted_market_cap': 2222764508.1, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
3773,Fetch.ai,FET,fetch,299,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem', 'generative-ai', 'dwf-labs-portfolio']",,848552254.4156097,1152997575.0,False,,51,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 2.1336606534534925, 'volume_24h': 290006171.29539335, 'volume_change_24h': 30.5059, 'percent_change_1h': -1.54365604, 'percent_change_24h': 3.05039453, 'percent_change_7d': -9.95787828, 'percent_change_30d': -14.83247008, 'percent_change_60d': 133.99202618, 'percent_change_90d': 254.81656485, 'market_cap': 1810522557.645844, 'market_cap_dominance': 0.078, 'fully_diluted_market_cap': 2460105559.3, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
8000,Lido DAO,LDO,lido-dao,386,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem', 'standard-crypto-portfolio', 'egirl-capital-portfolio']",1000000000.0,891733192.9301583,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5a98fcbea516cf06857215779fd812ca3bef1b32'}",52,891733186.6602085,1775043082.489103,0.06413089,2024-04-19T16:36:00.000Z,"{'USD': {'price': 1.990554023381297, 'volume_24h': 64010432.77583493, 'volume_change_24h': 2.6346, 'percent_change_1h': -0.87355915, 'percent_change_24h': -0.5791138, 'percent_change_7d': -17.61345013, 'percent_change_30d': -13.21806496, 'percent_change_60d': -40.65138634, 'percent_change_90d': -30.32913953, 'market_cap': 1775043094.9697769, 'market_cap_dominance': 0.0766, 'fully_diluted_market_cap': 1990554023.38, 'tvl': 27678442627.71056, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
4157,THORChain,RUNE,thorchain,179,2019-07-23T00:00:00.000Z,"['cosmos-ecosystem', 'decentralized-exchange-dex-token', 'defi', 'dex', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,335173302.0,414169999.0,False,,53,256176443.0,1351105808.1038568,5.77600284,2024-04-19T16:37:00.000Z,"{'USD': {'price': 5.274121977343002, 'volume_24h': 509141208.3471138, 'volume_change_24h': 4.8209, 'percent_change_1h': -0.76822081, 'percent_change_24h': 8.80341273, 'percent_change_7d': -22.22337824, 'percent_change_30d': -28.06688455, 'percent_change_60d': -3.39180953, 'percent_change_90d': 28.88693577, 'market_cap': 1767744878.2968233, 'market_cap_dominance': 0.0762, 'fully_diluted_market_cap': 2184383094.08, 'tvl': 306049862.84538, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
5632,Arweave,AR,arweave,134,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio', 'depin']",66000000.0,65454185.0,65454185.0,False,,54,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 26.713000824520925, 'volume_24h': 83580601.87012328, 'volume_change_24h': 31.1117, 'percent_change_1h': -1.77862034, 'percent_change_24h': 6.73692081, 'percent_change_7d': -4.25714956, 'percent_change_30d': -18.21765444, 'percent_change_60d': 84.08213846, 'percent_change_90d': 171.83812107, 'market_cap': 1748477697.8733451, 'market_cap_dominance': 0.0754, 'fully_diluted_market_cap': 1763058054.42, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
11092,Bitget Token,BGB,bitget-token-new,16,2021-07-29T00:00:00.000Z,['centralized-exchange'],2000000000.0,1400000000.0,2000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x19de6b897ed14a376dda0fe53a5420d2ac828a28'}",55,1400000000.0,1727131115.176141,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 1.233665082268672, 'volume_24h': 75069042.06122954, 'volume_change_24h': 39.4725, 'percent_change_1h': 0.07737319, 'percent_change_24h': -1.63880015, 'percent_change_7d': -3.66208398, 'percent_change_30d': 39.51816615, 'percent_change_60d': 19.43641919, 'percent_change_90d': 104.875997, 'market_cap': 1727131115.176141, 'market_cap_dominance': 0.0745, 'fully_diluted_market_cap': 2467330164.54, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
20947,Sui,SUI,sui,249,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,1295901469.4146154,10000000000.0,False,"{'id': 20947, 'name': 'Sui Network', 'symbol': 'SUI', 'slug': 'sui', 'token_address': '0x2::sui::SUI'}",56,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 1.3189178080786046, 'volume_24h': 327442291.4893274, 'volume_change_24h': -10.7539, 'percent_change_1h': 0.52610253, 'percent_change_24h': 6.24916878, 'percent_change_7d': -6.19194937, 'percent_change_30d': -13.76270921, 'percent_change_60d': -24.96424393, 'percent_change_90d': 23.42272746, 'market_cap': 1709187525.5261674, 'market_cap_dominance': 0.0737, 'fully_diluted_market_cap': 13189178080.79, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
23254,Core,CORE,core-dao,59,2023-02-08T12:26:11.000Z,[],2100000000.0,881774410.91678,2100000000.0,False,,57,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 1.9158472514136973, 'volume_24h': 157262958.80681446, 'volume_change_24h': -22.5313, 'percent_change_1h': -2.38038219, 'percent_change_24h': -5.46103283, 'percent_change_7d': -5.15904009, 'percent_change_30d': 251.98993337, 'percent_change_60d': 160.58117354, 'percent_change_90d': 274.68150098, 'market_cap': 1689345081.521845, 'market_cap_dominance': 0.0729, 'fully_diluted_market_cap': 4023279227.97, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
