,start_date,end_date,data_points_count
DHY,2015-09-29 09:30:00,2020-08-18 16:00:00,203761.0
DIAX,2015-09-29 09:30:00,2020-08-18 16:00:00,132148.0
DIN,2015-09-29 09:30:00,2020-08-18 16:00:00,322981.0
DINE,,,
DIOD,2015-09-29 09:30:00,2020-08-18 16:00:00,294796.0
DIS,2015-09-29 08:00:00,2020-08-18 16:04:00,552256.0
DISCA,2015-09-29 08:44:00,2020-08-18 16:00:00,481478.0
DISCB,2015-09-29 09:37:00,2020-08-17 12:54:00,1504.0
DISCK,2015-09-29 09:30:00,2020-08-18 16:00:00,470817.0
DISH,2015-09-29 09:30:00,2020-08-18 16:00:00,476266.0
DISHR,2019-11-22 11:51:00,2019-12-09 17:17:00,3063.0
DISHV,2019-08-20 10:31:00,2019-09-10 15:35:00,179.0
DIT,2015-09-29 15:13:00,2020-08-14 15:59:00,5308.0
DITC,,,
DIVX,,,
DJ,,,
DJCO,2015-09-29 10:47:00,2020-08-17 16:00:00,5949.0
DK,2015-09-29 09:30:00,2020-08-18 16:00:00,452509.0
DKL,2015-09-29 09:30:00,2020-08-18 16:00:00,101715.0
DKNG,2019-07-25 15:04:00,2020-08-18 17:21:00,81177.0
DKNGW,2019-07-19 13:44:00,2020-07-08 15:59:00,25232.0
DKNGZ,2019-07-19 13:44:00,2020-07-08 15:59:00,25232.0
DKP,,,
DKQ,,,
DKS,2015-09-29 09:30:00,2020-08-18 16:04:00,479615.0
DKT,2015-09-29 09:30:00,2019-12-27 16:02:00,110346.0
DL,2015-09-29 09:30:00,2020-08-18 16:00:00,94293.0
DLA,2015-09-29 09:30:00,2020-08-18 16:00:00,60036.0
DLB,2015-09-29 09:30:00,2020-08-18 16:00:00,356008.0
DLGC,,,
DLHC,2015-09-29 10:31:00,2020-08-18 16:01:00,25568.0
DLIA,,,
DLLR,,,
DLM,,,
DLNG,2015-09-29 09:45:00,2020-08-18 16:00:00,147777.0
DLNG.A,2015-09-29 09:45:00,2020-08-17 15:57:00,24759.0
DLNG.B,2018-10-26 09:30:00,2020-08-17 15:54:00,11453.0
DLPH,2015-09-29 09:30:00,2020-08-18 16:03:00,456387.0
DLPN,2017-12-21 09:30:00,2020-08-18 16:12:00,38760.0
DLPNW,2017-12-21 09:39:00,2020-08-18 14:04:00,1147.0
DLR,2015-09-29 09:30:00,2020-08-18 16:00:00,463366.0
DLR.C,2017-09-14 10:14:00,2020-08-17 16:29:00,16773.0
DLR.E,2015-09-29 09:40:00,2016-09-14 15:58:00,6425.0
DLR.F,2015-09-29 10:39:00,2017-04-04 16:02:00,6499.0
DLR.G,2015-09-29 09:30:00,2020-08-17 15:45:00,34295.0
DLR.H,2015-09-29 09:30:00,2019-03-29 16:02:00,30989.0
DLR.I,2015-09-29 09:41:00,2020-08-17 15:46:00,36503.0
DLR.J,2017-08-15 09:30:00,2020-08-17 15:53:00,25104.0
DLR.K,2019-03-18 09:30:00,2020-08-17 15:45:00,13052.0
DLR.L,2019-10-14 09:30:00,2020-08-17 15:59:00,12269.0
DLTH,2015-11-20 10:54:00,2020-08-18 16:00:00,274897.0
DLTR,2015-09-29 09:30:00,2020-08-18 16:10:00,483717.0
DLX,2015-09-29 09:30:00,2020-08-18 16:00:00,323997.0
DLY,2020-02-26 09:45:00,2020-08-18 16:00:00,11131.0
DM,2018-01-04 09:30:00,2019-01-25 16:01:00,73269.0
DMAC,2015-10-09 10:10:00,2020-08-18 15:59:00,24756.0
DMB,2015-09-29 09:30:00,2020-08-18 15:55:00,96735.0
DMD,2015-09-29 09:30:00,2016-11-08 16:02:00,23305.0
DMED,,,
DMF,2015-09-29 09:30:00,2020-08-18 15:59:00,81737.0
DMLP,2015-09-29 09:30:00,2020-08-18 16:12:00,97091.0
DMND,2015-09-29 09:30:00,2016-02-26 16:00:00,25540.0
DMO,2015-09-29 09:30:00,2020-08-18 16:00:00,91749.0
DMPI,2015-09-29 10:54:00,2020-08-18 16:13:00,103891.0
DMRC,2015-09-29 09:30:00,2020-08-18 16:00:00,155498.0
DMS,2018-04-16 15:45:00,2020-08-18 16:00:00,10934.0
DMTK,2017-08-10 12:35:00,2020-08-18 16:00:00,20980.0
DMTKW,2017-08-10 10:42:00,2020-08-18 15:52:00,3823.0
DMTX,2015-10-22 10:45:00,2017-11-06 16:05:00,47492.0
DMYT,2020-04-23 15:35:00,2020-08-18 16:45:00,4520.0
DMYT.U,,,
DNA,,,
DNAI,2015-09-29 09:30:00,2017-01-09 16:00:00,59071.0
DNB,2015-09-29 09:30:00,2020-08-18 16:02:00,218989.0
DNBF,2015-09-29 11:26:00,2019-11-29 13:00:00,12669.0
DNBK,,,
DNDN,,,
DNEX,,,
DNI,2015-09-29 09:30:00,2020-08-18 15:59:00,62646.0
DNJR,2018-03-20 11:35:00,2020-08-06 16:38:00,29094.0
DNK,2020-01-17 10:01:00,2020-08-18 15:24:00,4727.0
DNKN,2015-09-29 09:30:00,2020-08-18 16:10:00,442355.0
DNLI,2017-12-08 10:52:00,2020-08-18 16:00:00,173960.0
DNN,2015-09-29 09:30:00,2020-08-18 16:00:00,166547.0
DNOW,2015-09-29 09:30:00,2020-08-18 16:06:00,448925.0
DNP,2015-09-29 09:30:00,2020-08-18 16:00:00,226798.0
DNR,2015-09-29 07:09:00,2020-07-29 08:27:00,510729.0
DNY,,,
DO,2015-09-29 09:30:00,2020-04-27 05:45:00,447935.0
DOC,2015-09-29 09:30:00,2020-08-18 15:59:00,445925.0
DOCU,2018-04-27 11:27:00,2020-08-18 16:00:00,232661.0
DOGZ,2017-12-20 11:15:00,2020-08-18 16:38:00,13758.0
DOLE,,,
DOM,2015-09-29 09:30:00,2016-01-05 08:09:00,3688.0
DOMO,2018-06-29 10:54:00,2020-08-18 16:00:00,161225.0
DOOO,2015-10-02 17:08:00,2020-08-18 16:00:00,58780.0
DOOR,2015-09-29 09:30:00,2020-08-18 16:00:00,254360.0
DORM,2015-09-29 09:30:00,2020-08-18 16:00:00,244755.0
DOTA,2017-10-12 13:33:00,2018-12-19 19:08:00,1419.0
DOTAR,2017-10-12 12:12:00,2018-12-19 15:39:00,423.0
DOTAU,2017-09-15 10:51:00,2018-12-11 09:41:00,501.0
DOTAW,2017-10-12 09:57:00,2018-12-19 12:40:00,591.0
DOV,2015-09-29 09:30:00,2020-08-18 16:00:00,455354.0
DOVA,2017-06-29 10:27:00,2019-11-11 17:26:00,102022.0
DOVR,,,
DOW,2019-03-20 09:39:00,2020-08-18 16:00:00,146907.0
DOX,2015-09-29 09:30:00,2020-08-18 16:00:00,417126.0
DOYU,2019-07-17 11:16:00,2020-08-18 16:00:00,99664.0
DPD,,,
DPG,2015-09-29 09:30:00,2020-08-18 16:00:00,168529.0
DPHC,2019-04-17 12:44:00,2020-08-18 17:07:00,7832.0
DPHCU,2019-02-28 10:45:00,2020-08-18 15:57:00,2031.0
DPHCW,2019-04-17 12:55:00,2020-08-18 16:00:00,4562.0
DPL,,,
DPLO,2015-09-29 08:09:00,2020-02-07 16:02:00,365143.0
DPM,2015-09-29 09:30:00,2017-01-20 16:02:00,95531.0
DPO,,,
DPRX,2015-09-29 09:39:00,2017-04-19 15:59:00,29474.0
DPS,2015-09-29 09:30:00,2018-07-09 19:08:00,259401.0
DPTR,,,
DPW,2015-09-29 10:29:00,2020-08-18 16:14:00,238502.0
DPZ,2015-09-29 06:53:00,2020-08-18 16:00:00,420611.0
DQ,2015-09-29 09:30:00,2020-08-18 15:59:00,232350.0
DR,,,
DRA,2015-09-29 09:30:00,2017-09-08 16:11:00,41353.0
DRAD,2015-09-29 09:30:00,2020-08-18 16:00:00,86264.0
DRADP,2019-09-13 09:37:00,2020-08-18 15:01:00,740.0
DRAM,2015-09-29 09:30:00,2017-06-23 18:28:00,29856.0
DRC,,,
DRCO,2020-05-05 12:19:00,2020-05-26 08:15:00,12.0
DRD,2015-09-29 09:29:00,2020-08-18 16:00:00,196696.0
DRE,2015-09-29 09:30:00,2020-08-18 16:10:00,470856.0
DRH,2015-09-29 09:30:00,2020-08-18 16:00:00,458965.0
DRI,2015-09-29 09:30:00,2020-08-18 16:03:00,470607.0
DRII,2015-09-29 09:30:00,2016-09-02 09:13:00,82867.0
DRIO,2015-09-29 09:30:00,2020-08-18 16:00:00,50256.0
DRIOW,2016-03-04 08:38:00,2020-08-18 15:15:00,2640.0
DRJ,,,
DRL,,,
DRNA,2015-09-29 09:30:00,2020-08-18 16:00:00,269598.0
DRQ,2015-09-29 09:30:00,2020-08-18 16:00:00,370405.0
DRRX,2015-09-29 09:30:00,2020-08-18 16:00:00,309502.0
DRS,,,
DRTT,2015-09-29 12:48:00,2020-08-18 16:00:00,20043.0
DRTX,,,
DRU,,,
DRUA,2016-07-25 09:31:00,2020-08-18 16:00:00,94558.0
DRWI,2015-09-29 09:34:00,2017-08-01 19:59:00,39754.0
DRWIW,2015-09-29 11:34:00,2016-08-01 15:58:00,3639.0
DRYS,2015-09-29 09:30:00,2019-10-10 18:31:00,320159.0
DS,2015-09-29 09:30:00,2020-08-18 16:00:00,278857.0
DS.B,2015-09-29 09:30:00,2020-08-17 17:53:00,8608.0
DS.C,2015-09-29 12:48:00,2020-08-14 14:14:00,3535.0
DS.D,2015-09-29 11:54:00,2020-08-17 10:26:00,3922.0
DSCI,2015-09-29 09:30:00,2017-02-23 16:00:00,37230.0
DSCM,,,
DSCO,2015-09-29 09:30:00,2016-04-18 16:00:00,17362.0
DSCP,,,
DSE,2015-09-29 09:30:00,2020-08-18 16:13:00,153877.0
DSGX,2015-09-29 09:40:00,2020-08-18 16:00:00,153477.0
DSKE,2015-10-12 12:37:00,2020-08-18 16:00:00,173102.0
DSKEW,2015-09-30 10:50:00,2020-08-18 15:15:00,18776.0
DSKY,2015-09-29 09:30:00,2016-09-07 16:00:00,30056.0
DSL,2015-09-29 09:30:00,2020-08-18 16:00:00,290357.0
DSM,2015-09-29 09:30:00,2020-08-18 15:59:00,129747.0
DSPG,2015-09-29 09:30:00,2020-08-18 16:00:00,143513.0
DSS,2015-09-29 09:30:00,2020-08-18 16:07:00,112527.0
DSSI,2019-03-28 10:16:00,2020-08-18 16:00:00,81913.0
DST,2015-09-29 09:30:00,2018-04-16 19:16:00,160562.0
DSTI,2015-09-29 09:44:00,2017-02-17 15:33:00,229.0
DSU,2015-09-29 09:30:00,2020-08-18 16:00:00,197361.0
DSW,2015-09-29 09:30:00,2019-04-01 16:28:00,334018.0
DSWL,2015-09-29 10:33:00,2020-08-18 15:59:00,14469.0
DSX,2015-09-29 09:30:00,2020-08-18 16:00:00,278215.0
DSX.B,2015-09-29 12:07:00,2020-08-17 15:58:00,16988.0
DSXN,2015-09-29 09:34:00,2018-10-26 12:50:00,8574.0
DT,2019-08-01 11:21:00,2020-08-18 16:00:00,99598.0
DTE,2015-09-29 09:30:00,2020-08-18 16:03:00,457115.0
DTEA,2015-09-29 09:30:00,2020-08-18 15:58:00,111671.0
DTF,2015-09-29 09:30:00,2020-08-18 15:24:00,37562.0
DTG,,,
DTIL,2019-03-28 10:38:00,2020-08-18 16:00:00,84391.0
DTJ,2016-06-10 09:30:00,2020-08-18 16:00:00,45892.0
DTK,2015-09-29 09:30:00,2018-02-16 16:02:00,79822.0
DTLK,2015-09-29 09:30:00,2017-01-06 18:17:00,52741.0
DTP,2019-11-06 09:45:00,2020-08-18 15:59:00,8590.0
DTPI,,,
DTQ,2015-09-29 09:30:00,2020-08-18 16:00:00,25550.0
DTSI,2015-09-29 09:30:00,2016-12-01 16:00:00,37854.0
DTSS,2016-04-06 09:46:00,2020-08-18 16:00:00,15042.0
DTT,,,
DTV,2016-10-13 09:35:00,2019-09-30 16:01:00,14094.0
DTW,2017-11-22 09:29:00,2020-08-18 16:00:00,30652.0
DTY,2016-12-08 09:32:00,2020-08-18 16:00:00,34260.0
DTZ,2015-09-29 09:30:00,2016-12-27 16:01:00,11056.0
DUA,,,
DUC,2015-09-29 09:30:00,2020-08-18 15:48:00,48691.0
DUCK,,,
DUF,,,
DUK,2015-09-29 09:30:00,2020-08-18 16:02:00,485928.0
DUK.A,2019-04-02 09:17:00,2020-08-17 15:59:00,37730.0
DUKB,2018-10-18 09:30:00,2020-08-18 16:00:00,28287.0
DUKH,2015-09-29 09:30:00,2020-08-18 16:00:00,55321.0
DUO,2019-11-01 10:50:00,2020-08-18 16:58:00,10016.0
DUOT,2015-09-29 10:40:00,2020-08-18 15:59:00,6183.0
DV,2015-09-29 09:30:00,2017-05-23 16:02:00,134545.0
DVA,2015-09-29 08:05:00,2020-08-18 16:00:00,462920.0
DVAX,2015-09-29 09:30:00,2020-08-18 16:01:00,439207.0
DVCR,2015-09-29 09:45:00,2020-08-13 15:55:00,8771.0
DVD,2015-09-29 10:46:00,2020-08-18 15:21:00,16786.0
DVF,,,
DVLU,2018-09-07 14:31:00,2020-08-18 15:02:00,3022.0
DVM,,,
DVMT,2016-09-07 09:34:00,2018-12-27 16:07:00,215319.0
DVN,2015-09-29 09:30:00,2020-08-18 16:00:00,496210.0
DVOL,2018-09-14 10:46:00,2020-08-18 15:59:00,11070.0
DVOX,,,
DVR,,,
DW,2015-09-29 09:30:00,2016-12-30 16:03:00,69419.0
DWA,2015-09-29 09:30:00,2016-08-22 17:45:00,76943.0
DWAW,2019-12-27 09:32:00,2020-08-18 12:59:00,801.0
DWCH,2015-09-29 09:30:00,2018-12-12 16:00:00,68257.0
DWDP,2015-09-29 07:48:00,2019-05-31 19:36:00,370986.0
DWEQ,2019-12-27 09:32:00,2020-08-17 15:13:00,1045.0
DWRE,2015-09-29 09:30:00,2016-07-11 08:46:00,60926.0
DWSN,2015-09-29 09:30:00,2020-08-18 15:56:00,105169.0
DWUS,2019-12-27 09:30:00,2020-08-18 14:46:00,697.0
DX,2015-09-29 08:51:00,2020-08-18 16:00:00,287003.0
DX.A,2015-09-29 09:42:00,2020-03-13 15:59:00,6629.0
DX.B,2015-09-29 09:52:00,2020-08-17 15:58:00,20232.0
DX.C,2020-02-25 09:31:00,2020-08-17 15:50:00,3681.0
DXB,2015-09-29 09:35:00,2020-05-22 15:07:00,92933.0
DXC,2017-03-16 10:40:00,2020-08-18 16:12:00,329997.0
DXCM,2015-09-29 08:47:00,2020-08-18 16:07:00,440181.0
DXF,2015-09-29 11:47:00,2020-08-18 15:35:00,21864.0
DXI,2015-09-29 09:30:00,2016-08-04 16:04:00,10314.0
DXLG,2015-09-29 09:30:00,2020-08-18 16:00:00,138754.0
DXM,2015-09-29 09:43:00,2015-12-31 15:53:00,6402.0
DXPE,2015-09-29 09:30:00,2020-08-18 16:00:00,177072.0
DXR,2015-09-29 11:59:00,2020-08-18 15:58:00,23755.0
DXTR,2015-09-29 09:30:00,2018-05-07 15:56:00,75156.0
DXYN,2015-09-29 09:30:00,2020-08-18 17:10:00,44950.0
DY,2015-09-29 08:00:00,2020-08-18 16:00:00,384124.0
DYAI,2015-09-29 09:40:00,2020-08-18 16:00:00,60129.0
DYAX,2015-09-29 07:17:00,2016-01-22 07:18:00,29666.0
DYFN,2020-06-26 09:47:00,2020-08-18 15:34:00,484.0
DYN,2015-09-29 09:30:00,2018-04-06 18:06:00,242845.0
DYN.A,2015-09-29 10:35:00,2017-10-31 15:59:00,9944.0
DYNC,2016-07-05 10:31:00,2019-06-28 16:02:00,6291.0
DYNIQ,,,
DYNT,2015-09-29 11:47:00,2020-08-18 16:49:00,42908.0
DYSL,2015-09-29 09:30:00,2020-08-18 09:44:00,17082.0
DZSI,2015-09-29 09:30:00,2020-08-18 16:00:00,67335.0
E,2015-09-29 05:22:00,2020-08-18 16:00:00,302165.0
EA,2015-09-29 09:30:00,2020-08-18 16:00:00,491963.0
EAA,2015-09-29 09:30:00,2016-09-14 15:56:00,5228.0
EAB,2015-09-29 09:53:00,2020-08-18 16:00:00,21395.0
EAC,2015-09-29 09:30:00,2016-11-18 15:58:00,17855.0
EACQ,2015-10-02 16:01:00,2018-11-05 15:59:00,2642.0
EACQU,2015-09-30 09:38:00,2018-10-22 14:30:00,490.0
EACQW,2015-10-02 16:04:00,2018-11-05 15:29:00,2977.0
EAD,2015-09-29 09:30:00,2020-08-18 16:00:00,212858.0
EAE,2015-09-29 09:30:00,2020-08-18 16:00:00,16787.0
EAF,2018-04-19 10:28:00,2020-08-18 16:00:00,209149.0
EAGL,2015-11-05 11:50:00,2019-03-15 16:46:00,6719.0
EAGLU,2015-09-29 10:01:00,2019-03-15 15:26:00,2532.0
EAGLW,2015-11-09 12:16:00,2019-03-15 15:41:00,3757.0
EAI,2016-08-17 09:30:00,2020-08-18 16:00:00,46858.0
EARN,2015-09-29 09:30:00,2020-08-18 16:00:00,120923.0
EARS,2015-09-29 09:30:00,2020-08-18 16:06:00,170910.0
EAS,,,
EAST,2015-09-29 10:25:00,2020-08-18 16:05:00,36243.0
EASTW,2017-08-10 09:43:00,2018-09-20 11:33:00,946.0
EAT,2015-09-29 09:30:00,2020-08-18 16:00:00,453358.0
EB,2018-09-20 11:35:00,2020-08-18 16:00:00,146207.0
EBAY,2015-09-29 08:41:00,2020-08-18 16:00:00,501157.0
EBAYL,2016-03-10 08:41:00,2020-08-18 16:00:00,93204.0
EBAYV,,,
EBF,2015-09-29 09:30:00,2020-08-18 16:00:00,194142.0
EBIO,2015-09-29 09:30:00,2018-05-16 19:59:00,126338.0
EBIX,2015-09-29 09:30:00,2020-08-18 16:04:00,287661.0
EBIZ,2018-11-30 13:23:00,2020-08-18 16:00:00,8013.0
EBMT,2015-09-29 13:12:00,2020-08-18 16:00:00,18249.0
EBON,2020-06-26 11:41:00,2020-08-18 17:09:00,7094.0
EBR,2016-10-13 09:35:00,2020-08-18 16:00:00,240257.0
EBR.B,2016-10-13 10:27:00,2020-08-18 15:56:00,55958.0
EBS,2015-09-29 09:30:00,2020-08-18 16:00:00,346577.0
EBSB,2015-09-29 09:30:00,2020-08-18 16:00:00,206090.0
EBTC,2015-09-29 09:35:00,2020-08-18 16:00:00,22539.0
EBTX,,,
EC,2015-09-29 09:30:00,2020-08-18 16:00:00,412778.0
ECA,2015-09-29 09:27:00,2020-01-24 19:42:00,434050.0
ECAC,2015-11-25 11:08:00,2017-02-10 15:27:00,434.0
ECACR,2015-11-24 15:33:00,2017-02-10 15:28:00,479.0
ECACU,2015-09-29 10:36:00,2016-10-10 09:11:00,118.0
ECBE,,,
ECC,2015-09-29 11:58:00,2020-08-18 16:00:00,115989.0
ECCA,2015-09-29 10:56:00,2020-01-30 09:31:00,7637.0
ECCB,2016-10-13 09:46:00,2020-08-18 15:53:00,7977.0
ECCX,2018-04-30 09:30:00,2020-08-18 15:59:00,4862.0
ECCY,2017-08-09 09:30:00,2020-08-18 15:27:00,4218.0
ECCZ,2015-12-09 11:18:00,2018-05-22 16:03:00,4186.0
ECF,2015-09-29 09:30:00,2020-08-18 16:00:00,66080.0
ECF.A,2017-09-20 09:31:00,2020-08-17 12:44:00,3881.0
ECHO,2015-09-29 09:30:00,2020-08-18 16:00:00,288920.0
ECL,2015-09-29 09:30:00,2020-08-18 16:02:00,456362.0
ECL.WD,,,
ECLP,,,
ECOL,2015-09-29 09:30:00,2020-08-18 16:00:00,180264.0
ECOLW,2019-11-01 09:53:00,2020-08-14 15:59:00,1747.0
ECOM,2015-09-29 09:30:00,2020-08-18 16:00:00,177764.0
ECOR,2018-06-22 10:12:00,2020-08-18 16:00:00,86458.0
ECPG,2015-09-29 09:30:00,2020-08-18 16:00:00,285208.0
ECR,2015-09-29 09:30:00,2019-02-28 16:02:00,269418.0
ECT,2015-09-29 09:30:00,2020-07-30 15:34:00,43477.0
ECTY,,,
ECYT,2015-09-29 09:30:00,2018-12-20 19:31:00,200998.0
ED,2015-09-29 07:56:00,2020-08-18 15:59:00,478663.0
EDAC,,,
EDAP,2015-09-29 07:42:00,2020-08-18 15:59:00,88397.0
EDD,2015-09-29 09:30:00,2020-08-18 16:00:00,207688.0
EDE,2015-09-29 09:30:00,2016-12-30 16:19:00,72507.0
EDF,2015-09-29 09:30:00,2020-08-18 15:59:00,131263.0
EDG,,,
EDGE,2015-10-01 11:15:00,2019-03-15 19:55:00,101956.0
EDGR,,,
EDGW,2015-09-29 09:30:00,2018-11-01 16:00:00,18112.0
EDI,2015-09-29 09:30:00,2020-08-18 15:59:00,97127.0
EDIT,2016-01-20 11:52:00,2020-08-18 16:00:00,373431.0
EDMC,2015-09-29 09:30:00,2018-07-02 14:50:00,2280.0
EDN,2015-09-29 09:33:00,2020-08-18 16:00:00,106125.0
EDNT,2018-05-03 10:45:00,2020-08-18 16:15:00,28358.0
EDR,2015-09-29 09:30:00,2018-09-19 16:00:00,236800.0
EDRY,2018-05-31 09:35:00,2020-08-18 15:58:00,10528.0
EDS,,,
EDSA,2015-09-29 09:30:00,2020-08-18 16:22:00,67265.0
EDT,,,
EDTK,2020-07-23 10:03:00,2020-08-18 15:59:00,2586.0
EDTX,2018-10-05 11:10:00,2020-03-30 16:00:00,1372.0
EDTXU,2018-10-05 11:10:00,2020-03-30 15:58:00,760.0
EDTXW,2018-10-24 14:03:00,2020-03-30 17:05:00,1256.0
EDU,2015-09-29 09:30:00,2020-08-18 16:00:00,450234.0
EDUC,2015-09-29 09:30:00,2020-08-18 16:00:00,36287.0
EDUT,2020-07-14 09:50:00,2020-08-18 15:44:00,401.0
EE,2015-09-29 09:30:00,2020-07-29 16:39:00,272376.0
EEA,2015-09-29 10:43:00,2020-08-18 15:56:00,16456.0
EEE,,,
EEFT,2015-09-29 09:30:00,2020-08-18 16:00:00,348330.0
EEI,2015-09-29 09:46:00,2019-12-30 17:54:00,9909.0
EEP,2015-09-29 09:30:00,2018-12-19 18:03:00,288089.0
EEQ,2015-09-29 09:30:00,2018-12-19 16:29:00,218699.0
EEX,2017-04-28 09:59:00,2020-08-18 16:00:00,139047.0
EF,,,
EFBI,2017-07-21 10:50:00,2020-08-10 15:41:00,2250.0
EFC,2015-09-29 09:30:00,2020-08-18 16:00:00,171284.0
EFC.A,2019-10-24 09:26:00,2020-08-17 15:58:00,6608.0
EFF,2015-09-29 09:30:00,2020-08-18 15:59:00,54866.0
EFII,2015-09-29 09:30:00,2019-07-22 16:00:00,267125.0
EFL,2017-07-27 09:30:00,2020-08-18 15:59:00,46073.0
EFM,2015-09-29 13:20:00,2016-10-14 15:37:00,1714.0
EFOI,2015-09-29 09:30:00,2020-08-18 16:00:00,103956.0
EFR,2015-09-29 09:30:00,2020-08-18 16:00:00,156505.0
EFSC,2015-09-29 09:30:00,2020-08-18 16:00:00,170914.0
EFT,2015-09-29 09:30:00,2020-08-18 16:00:00,158280.0
EFUT,2015-09-29 09:30:00,2017-01-11 15:43:00,13022.0
EFX,2015-09-29 09:30:00,2020-08-18 16:00:00,424219.0
EGAN,2015-09-29 09:30:00,2020-08-18 16:00:00,156308.0
EGAS,2015-09-29 09:10:00,2017-08-03 16:00:00,19729.0
EGBN,2015-09-29 09:30:00,2020-08-18 16:00:00,218439.0
EGC,2017-02-28 10:48:00,2018-10-18 19:05:00,87985.0
EGF,2015-09-29 09:30:00,2020-08-18 15:08:00,15049.0
EGHT,2015-09-29 09:30:00,2020-08-18 16:00:00,404065.0
EGI,2015-09-29 09:31:00,2019-09-30 18:23:00,31283.0
EGIF,2015-09-29 09:34:00,2020-07-27 16:00:00,36972.0
EGL,2015-09-29 09:30:00,2019-01-11 16:11:00,145611.0
EGLE,2015-09-29 09:30:00,2020-08-18 16:00:00,250867.0
EGLT,2015-09-29 09:30:00,2018-10-31 16:43:00,158264.0
EGN,2015-09-29 09:30:00,2018-11-29 18:39:00,295802.0
EGO,2015-09-29 06:54:00,2020-08-18 16:01:00,474859.0
EGOV,2015-09-29 09:30:00,2020-08-18 16:00:00,316363.0
EGP,2015-09-29 09:30:00,2020-08-18 16:00:00,259490.0
EGRX,2015-09-29 09:23:00,2020-08-18 16:00:00,273178.0
EGT,2015-09-29 09:30:00,2017-06-21 13:37:00,4039.0
EGX,,,
EGY,2015-09-29 09:29:00,2020-08-18 16:00:00,195529.0
EH,2019-12-12 11:08:00,2020-08-18 16:52:00,12120.0
EHC,2015-09-29 09:30:00,2020-08-18 16:00:00,409156.0
EHI,2015-09-29 09:30:00,2020-08-18 16:00:00,145039.0
EHIC,2015-09-29 09:30:00,2019-04-09 16:01:00,107400.0
EHT,2016-05-26 09:31:00,2020-08-18 15:22:00,37878.0
EHTH,2015-09-29 09:30:00,2020-08-18 16:11:00,280233.0
EIA,2015-09-29 09:30:00,2018-12-14 20:00:00,19486.0
EIC,2019-07-24 09:31:00,2020-08-18 15:50:00,4637.0
EIDX,2018-06-20 10:35:00,2020-08-18 16:00:00,77707.0
EIG,2015-09-29 09:30:00,2020-08-18 16:00:00,204751.0
EIGI,2015-09-29 09:30:00,2020-08-18 16:00:00,342332.0
EIGR,2015-09-29 09:30:00,2020-08-18 16:00:00,144990.0
EIHI,,,
EIM,2015-09-29 09:30:00,2020-08-18 16:00:00,160963.0
EIO,2015-09-29 09:42:00,2019-01-18 20:00:00,5790.0
EIP,2015-09-29 09:34:00,2019-01-18 20:00:00,6250.0
EIPL,,,
EIPO,,,
EIV,2015-09-29 09:30:00,2019-03-22 20:00:00,41888.0
EIX,2015-09-29 09:30:00,2020-08-18 16:00:00,476041.0
EJ,2015-09-29 09:30:00,2016-08-12 16:26:00,68426.0
EK,,,
EKDKQ,,,
EKSO,2015-09-29 09:30:00,2020-08-18 16:00:00,204088.0
EL,2015-09-29 09:30:00,2020-08-18 16:00:00,473308.0
ELA,2015-09-29 09:30:00,2020-08-18 16:00:00,41293.0
ELAN,2018-09-20 11:27:00,2020-08-18 16:00:00,183017.0
ELAT,2020-01-30 09:33:00,2020-08-18 15:57:00,3083.0
ELB,2015-09-29 09:30:00,2016-09-15 14:48:00,3419.0
ELC,2016-08-18 09:30:00,2020-08-18 16:00:00,40642.0
ELEC,2015-09-30 11:38:00,2018-05-29 10:45:00,1349.0
ELECU,2015-09-29 09:36:00,2018-05-31 13:42:00,549.0
ELECW,2015-09-30 11:39:00,2018-06-06 11:03:00,2677.0
ELF,2016-09-22 10:08:00,2020-08-18 16:00:00,296228.0
ELGX,2015-09-29 09:28:00,2020-07-15 19:57:00,334528.0
ELJ,2015-09-29 09:55:00,2020-08-18 16:00:00,21666.0
ELLI,2015-09-29 09:30:00,2019-04-16 16:01:00,261131.0
ELLO,2015-09-30 09:30:00,2020-08-18 15:06:00,3938.0
ELMD,2015-09-29 09:30:00,2020-08-18 16:00:00,63391.0
ELMG,,,
ELN,,,
ELNK,2015-09-29 09:30:00,2017-02-24 17:07:00,109957.0
ELON,2015-09-29 09:30:00,2018-09-13 15:57:00,16802.0
ELOS,2015-09-29 09:30:00,2017-07-17 06:30:00,73641.0
ELOX,2015-09-29 09:49:00,2020-08-18 16:00:00,62641.0
ELOY,,,
ELP,2015-09-29 09:06:00,2020-08-18 16:00:00,378649.0
ELRC,2015-09-29 09:30:00,2016-08-10 16:00:00,18167.0
ELS,2015-09-29 09:30:00,2020-08-18 16:00:00,366410.0
ELS.C,2015-09-30 09:30:00,2017-09-22 15:57:00,1353.0
ELSE,2015-09-29 10:17:00,2020-08-18 16:00:00,5941.0
ELT,,,
ELTK,2015-09-29 09:53:00,2020-08-18 15:59:00,34335.0
ELU,2015-09-29 09:30:00,2020-08-18 16:00:00,17123.0
ELVT,2017-04-06 11:14:00,2020-08-21 16:38:00,144112.0
ELX,,,
ELY,2015-09-29 09:30:00,2020-08-18 16:00:00,428221.0
EM,,,
EMAN,2015-09-29 09:58:00,2020-08-18 16:16:00,96968.0
EMC,2015-09-29 07:49:00,2016-09-06 19:36:00,95138.0
EMCF,2015-09-29 15:31:00,2020-08-14 14:06:00,4129.0
EMCI,2015-09-29 09:30:00,2019-09-19 17:55:00,43313.0
